id,concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,order_number,"question_string","type","showup_date",parent_question_concept_id,parent_answer_concept_id
2694,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2691,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2692,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2693,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2690,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2689,765997,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose7","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765997",0,1,1,"Since receiving 7th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 14:29:02",765964,1332898
2718,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2715,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2716,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2717,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2714,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2713,765999,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose8","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765999",0,1,1,"Since receiving 8th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765965,1332898
2742,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2739,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2740,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2741,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2738,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2737,766001,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","cdc_covid_xx_symptom_dose9","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.766001",0,1,1,"Since receiving 9th dose of COVID-19 vaccine, have you experienced any of the following adverse reactions related to the vaccine? Please select all that apply.","QUESTION","2021-10-28 16:41:23",765966,1332898
2604,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2600,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2602,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2601,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2603,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2589,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2585,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2587,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2586,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2588,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2594,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2590,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2592,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2591,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2593,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2599,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2595,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2597,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2596,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2598,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2584,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2580,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2582,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2581,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2583,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2579,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332768.765967.1310042.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310042
2575,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332768.765967.1310086.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310086
2577,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332768.765967.1310124.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310124
2576,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332768.765967.1310127.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,1310127
2578,766005,"What factors might make you less likely to get an additional dose? Please select all that apply.","dmfs_29_additionaldose","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332768.765967.765972.766005",0,1,1,"What factors might make you less likely to get an additional dose? Please select all that apply.","QUESTION","2021-10-28 11:37:13",765967,765972
2772,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2769,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2770,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2771,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2768,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2767,766007,"What type of vaccine did you receive for the 10th dose?","cdc_covid_xx_type_dose10","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.766007",0,1,1,"What type of vaccine did you receive for the 10th dose?","QUESTION","2021-10-28 16:41:23",765953,1332898
2796,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2793,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2794,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2795,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2792,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2791,766009,"What type of vaccine did you receive for the 11th dose?","cdc_covid_xx_type_dose11","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905036.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.766009",0,1,1,"What type of vaccine did you receive for the 11th dose?","QUESTION","2021-10-28 16:41:23",765954,1332898
2820,766011,"What type of vaccine did you receive for the 12th dose?","cdc_covid_xx_type_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.1332844.905048.1332898.905056.1332844.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.766011",0,1,1,"What type of vaccine did you receive for the 12th dose?","QUESTION","2021-10-28 16:41:23",765955,1332898
2817,766011,"What type of vaccine did you receive for the 12th dose?","cdc_covid_xx_type_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596880.905048.1332898.905056.596880.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.766011",0,1,1,"What type of vaccine did you receive for the 12th dose?","QUESTION","2021-10-28 16:41:23",765955,1332898
2818,766011,"What type of vaccine did you receive for the 12th dose?","cdc_covid_xx_type_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.596882.905048.1332898.905056.596882.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.766011",0,1,1,"What type of vaccine did you receive for the 12th dose?","QUESTION","2021-10-28 16:41:23",765955,1332898
2819,766011,"What type of vaccine did you receive for the 12th dose?","cdc_covid_xx_type_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.903640.905048.1332898.905056.903640.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.766011",0,1,1,"What type of vaccine did you receive for the 12th dose?","QUESTION","2021-10-28 16:41:23",765955,1332898
2816,766011,"What type of vaccine did you receive for the 12th dose?","cdc_covid_xx_type_dose12","Winter Minute Survey on COVID-19 Vaccines",765936,0,1,"905045.1332898.905052.905024.905048.1332898.905056.905024.765937.1332898.765961.1332898.765962.1332898.765963.1332898.765964.1332898.765965.1332898.765966.1332898.765953.1332898.765954.1332898.765955.1332898.766011",0,1,1,"What type of vaccine did you receive for the 12th dose?","QUESTION","2021-10-28 16:41:23",765955,1332898
