"id","survey_concept_id","question_concept_id","survey_order_number","question_order_Number","path","sub","question_text","is_topic"
250,43529712,1384566,4,5,"43528758.43529727.1384566",1,"Are you currently prescribed medications and/or receiving treatment for Prediabetes?",0
251,43529712,43530334,4,5,"43528758.43529923.43530334",1,"Are you still seeing a doctor or health care provider for Type 1 Diabetes?",0
252,43529712,43530491,4,5,"43528758.43529923.43530491",1,"About how old were you when you were first told you had Type 1 Diabetes?",0
253,43529712,43528819,4,5,"43528758.43529923.43528819",1,"Are you currently prescribed medications and/or receiving treatment for Type 1 Diabetes?",0
254,43529712,43530335,4,5,"43528758.43529932.43530335",1,"Are you still seeing a doctor or health care provider for Type 2 Diabetes?",0
255,43529712,43530492,4,5,"43528758.43529932.43530492",1,"About how old were you when you were first told you had Type 2 Diabetes?",0
256,43529712,43528820,4,5,"43528758.43529932.43528820",1,"Are you currently prescribed medications and/or receiving treatment for Type 2 Diabetes?",0
257,43529712,43530331,4,5,"43528758.43529668.43530331",1,"Are you still seeing a doctor or health care provider for Other/unknown diabetes?",0
258,43529712,43530488,4,5,"43528758.43529668.43530488",1,"About how old were you when you were first told you had Other/unknown diabetes?",0
259,43529712,43528816,4,5,"43528758.43529668.43528816",1,"Are you currently prescribed medications and/or receiving treatment for Other/unknown diabetes?",0
260,43529712,43530332,4,5,"43528758.43529676.43530332",1,"Are you still seeing a doctor or health care provider for Other/unknown thyroid condition?",0
261,43529712,43530489,4,5,"43528758.43529676.43530489",1,"About how old were you when you were first told you had Other/unknown thyroid condition?",0
262,43529712,43528817,4,5,"43528758.43529676.43528817",1,"Are you currently prescribed medications and/or receiving treatment for Other/unknown thyroid condition?",0
263,43529712,1384538,4,5,"43528758.1384666.1384538",1,"Are you still seeing a doctor or health care provider for Other hormone/endocrine condition?",0
264,43529712,1384672,4,5,"43528758.1384666.1384672",1,"About how old were you when you were first told you had Other hormone/endocrine condition?",0
265,43529712,1384641,4,5,"43528758.1384666.1384641",1,"Are you currently prescribed medications and/or receiving treatment for Other hormone/endocrine condition?",0
266,43529712,1384487,4,6,1384487,0,"Has a doctor or health care provider ever told you that you have or had any of the following Kidney conditions?  (select all that apply)",0
267,43529712,43530350,4,6,"1384487.1384395.43530350",1,"Are you still seeing a doctor or health care provider for Acute kidney disease with no current dialysis?",0
268,43529712,43530508,4,6,"1384487.1384395.43530508",1,"About how old were you when you were first told you had Acute kidney disease with no current dialysis?",0
269,43529712,43528835,4,6,"1384487.1384395.43528835",1,"Are you currently prescribed medications and/or receiving treatment for Acute kidney disease with no current dialysis?",0
270,43529712,43530352,4,6,"1384487.1384563.43530352",1,"Are you still seeing a doctor or health care provider for Kidney disease with dialysis?",0
271,43529712,43530510,4,6,"1384487.1384563.43530510",1,"About how old were you when you were first told you had Kidney disease with dialysis?",0
272,43529712,43528837,4,6,"1384487.1384563.43528837",1,"Are you currently prescribed medications and/or receiving treatment for Kidney disease with dialysis?",0
273,43529712,43530353,4,6,"1384487.1384414.43530353",1,"Are you still seeing a doctor or health care provider for Kidney disease without dialysis?",0
274,43529712,43530511,4,6,"1384487.1384414.43530511",1,"About how old were you when you were first told you had Kidney disease without dialysis?",0
275,43529712,43528838,4,6,"1384487.1384414.43528838",1,"Are you currently prescribed medications and/or receiving treatment for Kidney disease without dialysis?",0
276,43529712,43530351,4,6,"1384487.1384515.43530351",1,"Are you still seeing a doctor or health care provider for Kidney stones?",0
277,43529712,43530509,4,6,"1384487.1384515.43530509",1,"About how old were you when you were first told you had Kidney stones?",0
278,43529712,43528836,4,6,"1384487.1384515.43528836",1,"Are you currently prescribed medications and/or receiving treatment for Kidney stones?",0
279,43529712,1384493,4,6,"1384487.1384646.1384493",1,"Are you still seeing a doctor or health care provider for Other kidney condition?",0
280,43529712,1384661,4,6,"1384487.1384646.1384661",1,"About how old were you when you were first told you had Other kidney condition?",0
281,43529712,1384612,4,6,"1384487.1384646.1384612",1,"Are you currently prescribed medications and/or receiving treatment for Other kidney condition?",0
282,43529712,43528757,4,7,43528757,0,"Has a doctor or health care provider ever told you that you have or had any of the following Bone, joint and muscle conditions?  (select all that apply)",0
283,43529712,43530392,4,7,"43528757.43528524.43530392",1,"Are you still seeing a doctor or health care provider for Carpal tunnel syndrome?",0
284,43529712,43530550,4,7,"43528757.43528524.43530550",1,"About how old were you when you were first told you had Carpal tunnel syndrome?",0
285,43529712,43528877,4,7,"43528757.43528524.43528877",1,"Are you currently prescribed medications and/or receiving treatment for Carpal tunnel syndrome?",0
286,43529712,43530393,4,7,"43528757.43528713.43530393",1,"Are you still seeing a doctor or health care provider for Fibromyalgia?",0
287,43529712,43530551,4,7,"43528757.43528713.43530551",1,"About how old were you when you were first told you had Fibromyalgia?",0
288,43529712,43528878,4,7,"43528757.43528713.43528878",1,"Are you currently prescribed medications and/or receiving treatment for Fibromyalgia?",0
289,43529712,43530394,4,7,"43528757.1384657.43530394",1,"Are you still seeing a doctor or health care provider for Fractured/broken any bones in the last 5 years?",0
290,43529712,43530552,4,7,"43528757.1384657.43530552",1,"About how old were you when you were first told you had Fractured/broken any bones in the last 5 years?",0
291,43529712,43528879,4,7,"43528757.1384657.43528879",1,"Are you currently prescribed medications and/or receiving treatment for Fractured/broken any bones in the last 5 years?",0
292,43529712,43530395,4,7,"43528757.43528742.43530395",1,"Are you still seeing a doctor or health care provider for Gout?",0
293,43529712,43530553,4,7,"43528757.43528742.43530553",1,"About how old were you when you were first told you had Gout?",0
294,43529712,43528880,4,7,"43528757.43528742.43528880",1,"Are you currently prescribed medications and/or receiving treatment for Gout?",0
295,43529712,1384617,4,7,"43528757.1384547.1384617",1,"Are you still seeing a doctor or health care provider for Osteoarthritis?",0
296,43529712,1384611,4,7,"43528757.1384547.1384611",1,"About how old were you when you were first told you had Osteoarthritis?",0
297,43529712,1384433,4,7,"43528757.1384547.1384433",1,"Are you currently prescribed medications and/or receiving treatment for Osteoarthritis?",0
298,43529712,43530397,4,7,"43528757.43529616.43530397",1,"Are you still seeing a doctor or health care provider for Osteoporosis?",0
299,43529712,43530555,4,7,"43528757.43529616.43530555",1,"About how old were you when you were first told you had Osteoporosis?",0
300,43529712,43528882,4,7,"43528757.43529616.43528882",1,"Are you currently prescribed medications and/or receiving treatment for Osteoporosis?",0
301,43529712,1384645,4,7,"43528757.1384422.1384645",1,"Are you still seeing a doctor or health care provider for Pseudogout?",0
302,43529712,1384626,4,7,"43528757.1384422.1384626",1,"About how old were you when you were first told you had Pseudogout?",0
303,43529712,1384513,4,7,"43528757.1384422.1384513",1,"Are you currently prescribed medications and/or receiving treatment for Pseudogout?",0
304,43529712,1384593,4,7,"43528757.1384653.1384593",1,"Are you still seeing a doctor or health care provider for Rheumatoid arthritis?",0
305,43529712,1384479,4,7,"43528757.1384653.1384479",1,"About how old were you when you were first told you had Rheumatoid arthritis?",0
306,43529712,1384540,4,7,"43528757.1384653.1384540",1,"Are you currently prescribed medications and/or receiving treatment for Rheumatoid arthritis?",0
307,43529712,43530398,4,7,"43528757.1384534.43530398",1,"Are you still seeing a doctor or health care provider for Spine, muscle, or bone disorders (non-cancer)?",0
308,43529712,43530556,4,7,"43528757.1384534.43530556",1,"About how old were you when you were first told you had Spine, muscle, or bone disorders (non-cancer)?",0
309,43529712,43528883,4,7,"43528757.1384534.43528883",1,"Are you currently prescribed medications and/or receiving treatment for Spine, muscle, or bone disorders (non-cancer)?",0
310,43529712,43530396,4,7,"43528757.1384389.43530396",1,"Are you still seeing a doctor or health care provider for Systemic lupus?",0
311,43529712,43530554,4,7,"43528757.1384389.43530554",1,"About how old were you when you were first told you had Systemic lupus?",0
312,43529712,43528881,4,7,"43528757.1384389.43528881",1,"Are you currently prescribed medications and/or receiving treatment for Systemic lupus?",0
313,43529712,1384576,4,7,"43528757.1384452.1384576",1,"Are you still seeing a doctor or health care provider for Other arthritis?",0
314,43529712,1384470,4,7,"43528757.1384452.1384470",1,"About how old were you when you were first told you had Other arthritis?",0
315,43529712,1384478,4,7,"43528757.1384452.1384478",1,"Are you currently prescribed medications and/or receiving treatment for Other arthritis?",0
316,43529712,1384410,4,7,"43528757.1384471.1384410",1,"Are you still seeing a doctor or health care provider for Other bone, joint or muscle condition?",0
317,43529712,1384399,4,7,"43528757.1384471.1384399",1,"About how old were you when you were first told you had Other bone, joint or muscle condition?",0
318,43529712,1384671,4,7,"43528757.1384471.1384671",1,"Are you currently prescribed medications and/or receiving treatment for Other bone, joint or muscle condition?",0
319,43529712,43528759,4,8,43528759,0,"Has a doctor or health care provider ever told you that you have or had any of the following hearing or vision problems? (select all that apply)",0
320,43529712,43530336,4,8,"43528759.43528474.43530336",1,"Are you still seeing a doctor or health care provider for Blindness?",0
321,43529712,43530493,4,8,"43528759.43528474.43530493",1,"About how old were you when you were first told you had Blindness?",0
322,43529712,43528821,4,8,"43528759.43528474.43528821",1,"Are you currently prescribed medications and/or receiving treatment for Blindness?",0
323,43529712,43530337,4,8,"43528759.43528528.43530337",1,"Are you still seeing a doctor or health care provider for Cataracts?",0
324,43529712,43530494,4,8,"43528759.43528528.43530494",1,"About how old were you when you were first told you had Cataracts?",0
325,43529712,43528822,4,8,"43528759.43528528.43528822",1,"Are you currently prescribed medications and/or receiving treatment for Cataracts?",0
326,43529712,43530338,4,8,"43528759.43528659.43530338",1,"Are you still seeing a doctor or health care provider for Dry eyes?",0
327,43529712,43530495,4,8,"43528759.43528659.43530495",1,"About how old were you when you were first told you had Dry eyes?",0
328,43529712,43528823,4,8,"43528759.43528659.43528823",1,"Are you currently prescribed medications and/or receiving treatment for Dry eyes?",0
329,43529712,43530339,4,8,"43528759.43528699.43530339",1,"Are you still seeing a doctor or health care provider for Farsighted?",0
330,43529712,43530496,4,8,"43528759.43528699.43530496",1,"About how old were you when you were first told you had Farsighted?",0
331,43529712,43528824,4,8,"43528759.43528699.43528824",1,"Are you currently prescribed medications and/or receiving treatment for Farsighted?",0
332,43529712,43530343,4,8,"43528759.43529265.43530343",1,"Are you still seeing a doctor or health care provider for Nearsighted?",0
333,43529712,43530500,4,8,"43528759.43529265.43530500",1,"About how old were you when you were first told you had Nearsighted?",0
334,43529712,43528828,4,8,"43528759.43529265.43528828",1,"Are you currently prescribed medications and/or receiving treatment for Nearsighted?",0
335,43529712,1384570,4,8,"43528759.1384648.1384570",1,"Are you still seeing a doctor or health care provider for Astigmatism?",0
336,43529712,1384554,4,8,"43528759.1384648.1384554",1,"About how old were you when you were first told you had Astigmatism?",0
337,43529712,1384388,4,8,"43528759.1384648.1384388",1,"Are you currently prescribed medications and/or receiving treatment for Astigmatism?",0
338,43529712,43530340,4,8,"43528759.43528731.43530340",1,"Are you still seeing a doctor or health care provider for Glaucoma?",0
339,43529712,43530497,4,8,"43528759.43528731.43530497",1,"About how old were you when you were first told you had Glaucoma?",0
340,43529712,43528825,4,8,"43528759.43528731.43528825",1,"Are you currently prescribed medications and/or receiving treatment for Glaucoma?",0
341,43529712,43530342,4,8,"43528759.43529196.43530342",1,"Are you still seeing a doctor or health care provider for Macular degeneration?",0
342,43529712,43530499,4,8,"43528759.43529196.43530499",1,"About how old were you when you were first told you had Macular degeneration?",0
343,43529712,43528827,4,8,"43528759.43529196.43528827",1,"Are you currently prescribed medications and/or receiving treatment for Macular degeneration?",0
344,43529712,43530344,4,8,"43528759.43529917.43530344",1,"Are you still seeing a doctor or health care provider for Tinnitus?",0
345,43529712,43530501,4,8,"43528759.43529917.43530501",1,"About how old were you when you were first told you had Tinnitus?",0
346,43529712,43528829,4,8,"43528759.43529917.43528829",1,"Are you currently prescribed medications and/or receiving treatment for Tinnitus?",0
347,43529712,43530341,4,8,"43528759.1384396.43530341",1,"Are you still seeing a doctor or health care provider for Severe hearing loss or partial deafness in one or both ears?",0
348,43529712,43530498,4,8,"43528759.1384396.43530498",1,"About how old were you when you were first told you had Severe hearing loss or partial deafness in one or both ears?",0
349,43529712,43528826,4,8,"43528759.1384396.43528826",1,"Are you currently prescribed medications and/or receiving treatment for Severe hearing loss or partial deafness in one or both ears?",0
350,43529712,1384556,4,8,"43528759.1384428.1384556",1,"Are you still seeing a doctor or health care provider for Other hearing or eye condition?",0
351,43529712,1384667,4,8,"43528759.1384428.1384667",1,"About how old were you when you were first told you had Other hearing or eye condition?",0
352,43529712,1384663,4,8,"43528759.1384428.1384663",1,"Are you currently prescribed medications and/or receiving treatment for Other hearing or eye condition?",0
353,43529712,1384662,4,9,1384662,0,"Has a doctor or health care provider ever told you that you have or had any of the following Infectious diseases?",0
354,43529712,1384553,4,9,"1384662.1384578.1384553",1,"Are you still seeing a doctor or health care provider for Chickenpox?",0
355,43529712,1384637,4,9,"1384662.1384578.1384637",1,"About how old were you when you were first told you had Chickenpox?",0
356,43529712,1384442,4,9,"1384662.1384578.1384442",1,"Are you currently prescribed medications and/or receiving treatment for Chickenpox?",0
357,43529712,43530345,4,9,"1384662.1384659.43530345",1,"Are you still seeing a doctor or health care provider for Chronic sinus infections?",0
358,43529712,43530502,4,9,"1384662.1384659.43530502",1,"About how old were you when you were first told you had Chronic sinus infections?",0
359,43529712,43528830,4,9,"1384662.1384659.43528830",1,"Are you currently prescribed medications and/or receiving treatment for Chronic sinus infections?",0
360,43529712,1384418,4,9,"1384662.1384454.1384418",1,"Are you still seeing a doctor or health care provider for Dengue fever?",0
361,43529712,1384552,4,9,"1384662.1384454.1384552",1,"About how old were you when you were first told you had Dengue fever?",0
362,43529712,1384627,4,9,"1384662.1384454.1384627",1,"Are you currently prescribed medications and/or receiving treatment for Dengue fever?",0
363,43529712,1384401,4,9,"1384662.1384581.1384401",1,"Are you still seeing a doctor or health care provider for Hepatitis A?",0
364,43529712,1384619,4,9,"1384662.1384581.1384619",1,"About how old were you when you were first told you had Hepatitis A?",0
365,43529712,1384535,4,9,"1384662.1384581.1384535",1,"Are you currently prescribed medications and/or receiving treatment for Hepatitis A?",0
366,43529712,1384506,4,9,"1384662.1384429.1384506",1,"Are you still seeing a doctor or health care provider for Hepatitis B?",0
367,43529712,1384620,4,9,"1384662.1384429.1384620",1,"About how old were you when you were first told you had Hepatitis B?",0
368,43529712,1384447,4,9,"1384662.1384429.1384447",1,"Are you currently prescribed medications and/or receiving treatment for Hepatitis B?",0
369,43529712,43530346,4,9,"1384662.1384588.43530346",1,"Are you still seeing a doctor or health care provider for Hepatitis C?",0
370,43529712,43530503,4,9,"1384662.1384588.43530503",1,"About how old were you when you were first told you had Hepatitis C?",0
371,43529712,43528831,4,9,"1384662.1384588.43528831",1,"Are you currently prescribed medications and/or receiving treatment for Hepatitis C?",0
372,43529712,43530347,4,9,"1384662.1384391.43530347",1,"Are you still seeing a doctor or health care provider for HIV/AIDS?",0
373,43529712,43530505,4,9,"1384662.1384391.43530505",1,"About how old were you when you were first told you had HIV/AIDS?",0
374,43529712,43528832,4,9,"1384662.1384391.43528832",1,"Are you currently prescribed medications and/or receiving treatment for HIV/AIDS?",0
375,43529712,1384431,4,9,"1384662.1384449.1384431",1,"Are you still seeing a doctor or health care provider for Lyme disease?",0
376,43529712,1384432,4,9,"1384662.1384449.1384432",1,"About how old were you when you were first told you had Lyme disease?",0
377,43529712,1384628,4,9,"1384662.1384449.1384628",1,"Are you currently prescribed medications and/or receiving treatment for Lyme disease?",0
378,43529712,43530349,4,9,"1384662.1384614.43530349",1,"Are you still seeing a doctor or health care provider for Recurrent urinary tract infections (uti)/bladder infections?",0
379,43529712,43530507,4,9,"1384662.1384614.43530507",1,"About how old were you when you were first told you had Recurrent urinary tract infections (uti)/bladder infections?",0
380,43529712,43528834,4,9,"1384662.1384614.43528834",1,"Are you currently prescribed medications and/or receiving treatment for Recurrent urinary tract infections (uti)/bladder infections?",0
381,43529712,1384465,4,9,"1384662.1384520.1384465",1,"Are you still seeing a doctor or health care provider for Reoccurring yeast infection?",0
382,43529712,1384621,4,9,"1384662.1384520.1384621",1,"About how old were you when you were first told you had Reoccurring yeast infection?",0
383,43529712,1384398,4,9,"1384662.1384520.1384398",1,"Are you currently prescribed medications and/or receiving treatment for Reoccurring yeast infection?",0
384,43529712,1384537,4,9,"1384662.1384406.1384537",1,"Are you still seeing a doctor or health care provider for Severe acute respiratory syndrome (SARS)?",0
385,43529712,1384438,4,9,"1384662.1384406.1384438",1,"About how old were you when you were first told you had Severe acute respiratory syndrome (SARS)?",0
386,43529712,1384642,4,9,"1384662.1384406.1384642",1,"Are you currently prescribed medications and/or receiving treatment for Severe acute respiratory syndrome (SARS)?",0
387,43529712,1384463,4,9,"1384662.1384453.1384463",1,"Are you still seeing a doctor or health care provider for Sexually transmitted infections (Gonorrhea, Syphilis, Chlamydia)?",0
388,43529712,1384573,4,9,"1384662.1384453.1384573",1,"About how old were you when you were first told you had Sexually transmitted infections (Gonorrhea, Syphilis, Chlamydia)?",0
389,43529712,1384664,4,9,"1384662.1384453.1384664",1,"Are you currently prescribed medications and/or receiving treatment for Sexually transmitted infections (Gonorrhea, Syphilis, Chlamydia)?",0
390,43529712,1384511,4,9,"1384662.1384610.1384511",1,"Are you still seeing a doctor or health care provider for Shingles?",0
391,43529712,1384416,4,9,"1384662.1384610.1384416",1,"About how old were you when you were first told you had Shingles?",0
392,43529712,1384505,4,9,"1384662.1384610.1384505",1,"Are you currently prescribed medications and/or receiving treatment for Shingles?",0
393,43529712,43530348,4,9,"1384662.1384555.43530348",1,"Are you still seeing a doctor or health care provider for Tuberculosis?",0
394,43529712,43530506,4,9,"1384662.1384555.43530506",1,"About how old were you when you were first told you had Tuberculosis?",0
395,43529712,43528833,4,9,"1384662.1384555.43528833",1,"Are you currently prescribed medications and/or receiving treatment for Tuberculosis?",0
396,43529712,1384596,4,9,"1384662.1384408.1384596",1,"Are you still seeing a doctor or health care provider for West Nile virus?",0
397,43529712,1384652,4,9,"1384662.1384408.1384652",1,"About how old were you when you were first told you had West Nile virus?",0
398,43529712,1384602,4,9,"1384662.1384408.1384602",1,"Are you currently prescribed medications and/or receiving treatment for West Nile virus?",0
399,43529712,1384459,4,9,"1384662.1384527.1384459",1,"Are you still seeing a doctor or health care provider for Zika virus?",0
400,43529712,1384492,4,9,"1384662.1384527.1384492",1,"About how old were you when you were first told you had Zika virus?",0
401,43529712,1384424,4,9,"1384662.1384527.1384424",1,"Are you currently prescribed medications and/or receiving treatment for Zika virus?",0
402,43529712,1384489,4,9,"1384662.1384484.1384489",1,"Are you still seeing a doctor or health care provider for Other infectious disease?",0
403,43529712,1384647,4,9,"1384662.1384484.1384647",1,"About how old were you when you were first told you had Other infectious disease?",0
404,43529712,1384517,4,9,"1384662.1384484.1384517",1,"Are you currently prescribed medications and/or receiving treatment for Other infectious disease?",0
405,43529712,1384526,4,10,1384526,0," Has a doctor or health care provider ever told you that you have or had any of the following Brain and nervous system conditions?",0
406,43529712,1384597,4,10,"1384526.1384415.1384597",1,"Are you still seeing a doctor or health care provider for Cerebral palsy?",0
407,43529712,1384426,4,10,"1384526.1384415.1384426",1,"About how old were you when you were first told you had Cerebral palsy?",0
408,43529712,1384482,4,10,"1384526.1384415.1384482",1,"Are you currently prescribed medications and/or receiving treatment for Cerebral palsy?",0
409,43529712,43530365,4,10,"1384526.1384585.43530365",1,"Are you still seeing a doctor or health care provider for Chronic fatigue?",0
410,43529712,43530523,4,10,"1384526.1384585.43530523",1,"About how old were you when you were first told you had Chronic fatigue?",0
411,43529712,43528850,4,10,"1384526.1384585.43528850",1,"Are you currently prescribed medications and/or receiving treatment for Chronic fatigue?",0
412,43529712,43530366,4,10,"1384526.1384402.43530366",1,"Are you still seeing a doctor or health care provider for Concussion or loss of consciousness?",0
413,43529712,43530524,4,10,"1384526.1384402.43530524",1,"About how old were you when you were first told you had Concussion or loss of consciousness?",0
414,43529712,43528851,4,10,"1384526.1384402.43528851",1,"Are you currently prescribed medications and/or receiving treatment for Concussion or loss of consciousness?",0
415,43529712,43530367,4,10,"1384526.1384435.43530367",1,"Are you still seeing a doctor or health care provider for Dementia?",0
416,43529712,43530525,4,10,"1384526.1384435.43530525",1,"About how old were you when you were first told you had Dementia?",0
417,43529712,43528852,4,10,"1384526.1384435.43528852",1,"Are you currently prescribed medications and/or receiving treatment for Dementia?",0
418,43529712,43530368,4,10,"1384526.1384524.43530368",1,"Are you still seeing a doctor or health care provider for Epilepsy or seizure?",0
419,43529712,43530526,4,10,"1384526.1384524.43530526",1,"About how old were you when you were first told you had Epilepsy or seizure?",0
420,43529712,43528853,4,10,"1384526.1384524.43528853",1,"Are you currently prescribed medications and/or receiving treatment for Epilepsy or seizure?",0
421,43529712,43530369,4,10,"1384526.1384444.43530369",1,"Are you still seeing a doctor or health care provider for Insomnia?",0
422,43529712,43530527,4,10,"1384526.1384444.43530527",1,"About how old were you when you were first told you had Insomnia?",0
423,43529712,43528854,4,10,"1384526.1384444.43528854",1,"Are you currently prescribed medications and/or receiving treatment for Insomnia?",0
424,43529712,1384633,4,10,"1384526.1384607.1384633",1,"Are you still seeing a doctor or health care provider for Lou Gehrig’s Disease (Amyotrophic Lateral Sclerosis or ALS)?",0
425,43529712,1384670,4,10,"1384526.1384607.1384670",1,"About how old were you when you were first told you had Lou Gehrig’s Disease (Amyotrophic Lateral Sclerosis or ALS)?",0
426,43529712,1384451,4,10,"1384526.1384607.1384451",1,"Are you currently prescribed medications and/or receiving treatment for Lou Gehrig’s Disease (Amyotrophic Lateral Sclerosis or ALS)?",0
427,43529712,43530370,4,10,"1384526.1384531.43530370",1,"Are you still seeing a doctor or health care provider for Memory loss or impairment?",0
428,43529712,43530528,4,10,"1384526.1384531.43530528",1,"About how old were you when you were first told you had Memory loss or impairment?",0
429,43529712,43528855,4,10,"1384526.1384531.43528855",1,"Are you currently prescribed medications and/or receiving treatment for Memory loss or impairment?",0
430,43529712,43530371,4,10,"1384526.1384427.43530371",1,"Are you still seeing a doctor or health care provider for Migraine headaches?",0
431,43529712,43530529,4,10,"1384526.1384427.43530529",1,"About how old were you when you were first told you had Migraine headaches?",0
432,43529712,43528856,4,10,"1384526.1384427.43528856",1,"Are you currently prescribed medications and/or receiving treatment for Migraine headaches?",0
433,43529712,43530372,4,10,"1384526.1384591.43530372",1,"Are you still seeing a doctor or health care provider for Multiple sclerosis?",0
434,43529712,43530530,4,10,"1384526.1384591.43530530",1,"About how old were you when you were first told you had Multiple sclerosis?",0
435,43529712,43528857,4,10,"1384526.1384591.43528857",1,"Are you currently prescribed medications and/or receiving treatment for Multiple sclerosis?",0
436,43529712,43530373,4,10,"1384526.1384503.43530373",1,"Are you still seeing a doctor or health care provider for Muscular dystrophy (MD)?",0
437,43529712,43530531,4,10,"1384526.1384503.43530531",1,"About how old were you when you were first told you had Muscular dystrophy (MD)?",0
438,43529712,43528858,4,10,"1384526.1384503.43528858",1,"Are you currently prescribed medications and/or receiving treatment for Muscular dystrophy (MD)?",0
439,43529712,43530374,4,10,"1384526.1384650.43530374",1,"Are you still seeing a doctor or health care provider for Narcolepsy?",0
440,43529712,43530532,4,10,"1384526.1384650.43530532",1,"About how old were you when you were first told you had Narcolepsy?",0
441,43529712,43528859,4,10,"1384526.1384650.43528859",1,"Are you currently prescribed medications and/or receiving treatment for Narcolepsy?",0
442,43529712,43530375,4,10,"1384526.1384599.43530375",1,"Are you still seeing a doctor or health care provider for Neuropathy?",0
443,43529712,43530533,4,10,"1384526.1384599.43530533",1,"About how old were you when you were first told you had Neuropathy?",0
444,43529712,43528860,4,10,"1384526.1384599.43528860",1,"Are you currently prescribed medications and/or receiving treatment for Neuropathy?",0
445,43529712,43530377,4,10,"1384526.1384568.43530377",1,"Are you still seeing a doctor or health care provider for Parkinson's disease?",0
446,43529712,43530536,4,10,"1384526.1384568.43530536",1,"About how old were you when you were first told you had Parkinson's disease?",0
447,43529712,43528862,4,10,"1384526.1384568.43528862",1,"Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?",0
448,43529712,43530378,4,10,"1384526.1384616.43530378",1,"Are you still seeing a doctor or health care provider for Restless leg syndrome?",0
449,43529712,43530537,4,10,"1384526.1384616.43530537",1,"About how old were you when you were first told you had Restless leg syndrome?",0
450,43529712,43528863,4,10,"1384526.1384616.43528863",1,"Are you currently prescribed medications and/or receiving treatment for Restless leg syndrome?",0
451,43529712,43530379,4,10,"1384526.1384577.43530379",1,"Are you still seeing a doctor or health care provider for Spinal cord injury or impairment?",0
452,43529712,1384655,4,10,"1384526.1384577.1384655",1,"About how old were you when you were first told you had Spinal cord injury or impairment?",0
453,43529712,43528864,4,10,"1384526.1384577.43528864",1,"Are you currently prescribed medications and/or receiving treatment for Spinal cord injury or impairment?",0
454,43529712,43530380,4,10,"1384526.1384496.43530380",1,"Are you still seeing a doctor or health care provider for Traumatic brain injury (TBI)?",0
455,43529712,43530538,4,10,"1384526.1384496.43530538",1,"About how old were you when you were first told you had Traumatic brain injury (TBI)?",0
456,43529712,43528865,4,10,"1384526.1384496.43528865",1,"Are you currently prescribed medications and/or receiving treatment for Traumatic brain injury (TBI)?",0
457,43529712,1384560,4,10,"1384526.1384582.1384560",1,"Are you still seeing a doctor or health care provider for Other brain or nervous system condition?",0
458,43529712,1384456,4,10,"1384526.1384582.1384456",1,"About how old were you when you were first told you had Other brain or nervous system condition?",0
459,43529712,1384528,4,10,"1384526.1384582.1384528",1,"Are you currently prescribed medications and/or receiving treatment for Other brain or nervous system condition?",0
460,43529712,1384495,4,11,1384495,0,"Has a doctor or health care provider ever told you that you have or had any of the following Mental health and substance use conditions? (select all that apply)",0
461,43529712,1384490,4,11,"1384495.1384600.1384490",1,"Are you still seeing a doctor or health care provider for Alcohol use disorder?",0
462,43529712,1384625,4,11,"1384495.1384600.1384625",1,"About how old were you when you were first told you had Alcohol use disorder?",0
463,43529712,1384518,4,11,"1384495.1384600.1384625",1,"Are you currently prescribed medications and/or receiving treatment for Alcohol use disorder?",0
464,43529712,43530356,4,11,"1384495.1384475.43530356",1,"Are you still seeing a doctor or health care provider for Anxiety reaction/panic disorder?",0
465,43529712,43530514,4,11,"1384495.1384475.43530514",1,"About how old were you when you were first told you had Anxiety reaction/panic disorder?",0
466,43529712,43528841,4,11,"1384495.1384475.43528841",1,"Are you currently prescribed medications and/or receiving treatment for Anxiety reaction/panic disorder?",0
467,43529712,43530354,4,11,"1384495.1384510.43530354",1,"Are you still seeing a doctor or health care provider for Attention-deficit/hyperactivity disorder (ADHD)?",0
468,43529712,43530512,4,11,"1384495.1384510.43530512",1,"About how old were you when you were first told you had Attention-deficit/hyperactivity disorder (ADHD)?",0
469,43529712,43528839,4,11,"1384495.1384510.43528839",1,"Are you currently prescribed medications and/or receiving treatment for Attention-deficit/hyperactivity disorder (ADHD)?",0
470,43529712,1384630,4,11,"1384495.1384458.1384630",1,"Are you still seeing a doctor or health care provider for Autism spectrum disorder?",0
471,43529712,1384574,4,11,"1384495.1384458.1384574",1,"About how old were you when you were first told you had Autism spectrum disorder?",0
472,43529712,1384486,4,11,"1384495.1384458.1384486",1,"Are you currently prescribed medications and/or receiving treatment for Autism spectrum disorder?",0
473,43529712,43530357,4,11,"1384495.1384669.43530357",1,"Are you still seeing a doctor or health care provider for Bipolar disorder?",0
474,43529712,43530515,4,11,"1384495.1384669.43530515",1,"About how old were you when you were first told you had Bipolar disorder?",0
475,43529712,43528842,4,11,"1384495.1384669.43528842",1,"Are you currently prescribed medications and/or receiving treatment for Bipolar disorder?",0
476,43529712,43530358,4,11,"1384495.1384656.43530358",1,"Are you still seeing a doctor or health care provider for Depression?",0
477,43529712,43530516,4,11,"1384495.1384656.43530516",1,"About how old were you when you were first told you had Depression?",0
478,43529712,43528843,4,11,"1384495.1384656.43528843",1,"Are you currently prescribed medications and/or receiving treatment for Depression?",0
479,43529712,1384480,4,11,"1384495.1384413.1384480",1,"Are you still seeing a doctor or health care provider for Drug use disorder?",0
