concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,question_order_number
1384645,"Are you still seeing a doctor or health care provider for Pseudogout?","SkeletalMuscular_PseudogoutCurrently","Personal Medical History",43529712,0,1,"43528757.1384422.1384645",1,1,7
1384647,"About how old were you when you were first told you had Other infectious disease?","InfectiousDisease_HowOldOther","Personal Medical History",43529712,0,1,"1384662.1384484.1384647",1,1,9
1384649,"About how old were you when you were first told you had Other digestive condition?","Digestive_HowOldWereYouOtherDigestiveCondition","Personal Medical History",43529712,0,1,"1384390.1384594.1384649",1,1,4
1384650,"Nervous System Condition: Narcolepsy","NervousSystemCondition_Narcolepsy","Family Medical History",43528698,20,1,"43529272.1384650.1384650",0,0,0
1384651,"Are you still seeing a doctor or health care provider for Other lung condition?","Respiratory_OtherLungConditionCurrently","Personal Medical History",43529712,0,1,"1384592.1384564.1384651",1,1,2
1384652,"About how old were you when you were first told you had West Nile virus?","InfectiousDiseases_HowOldWereYouWestNileVirus","Personal Medical History",43529712,0,1,"1384662.1384408.1384652",1,1,9
1384655,"About how old were you when you were first told you had Spinal cord injury or impairment?","NervousSystem_HowOldWereYouSpinalCordInjury","Personal Medical History",43529712,0,1,"1384526.1384577.1384655",1,1,10
1384656,"Mental Health Condition: Depression","MentalHealthCondition_Depression","Family Medical History",43528698,20,1,"43529217.1384656.1384656",0,0,0
1384660,"Are you still seeing a doctor or health care provider for Celiac disease?","Digestive_CeliacDiseaseCurrently","Personal Medical History",43529712,0,1,"1384390.1384519.1384660",1,1,4
1384661,"About how old were you when you were first told you had Other kidney condition?","Kidney_HowOldWereYouOtherKidneyCondition","Personal Medical History",43529712,0,1,"1384487.1384646.1384661",1,1,6
1384662,"Has a doctor or health care provider ever told you that you have or had any of the following Infectious diseases?","InfectiousDiseases_InfectiousDiseaseCondition","Personal Medical History",43529712,0,0,"1384662",1,1,9
1384663,"Are you currently prescribed medications and/or receiving treatment for Other hearing or eye condition?","HearingVision_RxMedsforOtherHearingEyeCondition","Personal Medical History",43529712,0,1,"43528759.1384428.1384663",1,1,8
1384664,"Are you currently prescribed medications and/or receiving treatment for Sexually transmitted infections (Gonorrhea, Syphilis, Chlamydia)?","InfectiousDiseases_RxMedsforSTIs","Personal Medical History",43529712,0,1,"1384662.1384453.1384664",1,1,9
1384667,"About how old were you when you were first told you had Other hearing or eye condition?","HearingVision_HowOldOtherCondition","Personal Medical History",43529712,0,1,"43528759.1384428.1384667",1,1,8
1384668,"Are you currently prescribed medications and/or receiving treatment for Fibroids?","Other_RxMedsforFibroids","Personal Medical History",43529712,0,1,"1384430.1384407.1384668",1,1,12
1384669,"Mental Health Condition: Bipolar","MentalHealthCondition_Bipolar","Family Medical History",43528698,20,1,"43529217.1384669.1384669",0,0,0
1384670,"About how old were you when you were first told you had Lou Gehrig’s Disease (Amyotrophic Lateral Sclerosis or ALS)?","NervousSystem_HowOldWereYouLouGehrigsDisease","Personal Medical History",43529712,0,1,"1384526.1384607.1384670",1,1,10
1384671,"Are you currently prescribed medications and/or receiving treatment for Other bone, joint or muscle condition?","SkeletalMuscular_RxMedsforOtherBoneJointMuscleCond","Personal Medical History",43529712,0,1,"43528757.1384471.1384671",1,1,7
1384672,"About how old were you when you were first told you had Other hormone/endocrine condition?","Endocrine_HowOldWereYouOtherHormone/EndocrineCondi","Personal Medical History",43529712,0,1,"43528758.1384666.1384672",1,1,5
1385329,"Other Conditions: Endometriosis","OtherConditions_Endometriosis","Family Medical History",43528698,20,1,"43529638.1385329.1385329",0,0,0
1585348,"Are any of these a closer description to your gender identity?","Gender_CloserGenderDescription","The Basics",1586134,0,1,"1585838.1585841.1585348",0,1,4
1585348,"Are any of these a closer description to your gender identity?","Gender_CloserGenderDescription","The Basics",1586134,0,1,"1585838.1585842.1585348",0,1,4
1585348,"Are any of these a closer description to your gender identity?","Gender_CloserGenderDescription","The Basics",1586134,0,1,"1585838.1585843.1585348",0,1,4
1585357,"Are any of these a closer description of how you think of yourself?","GenderIdentity_SexualityCloserDescription","The Basics",1586134,0,1,"1585899.1585904.1585357",0,1,5
1585370,"Do you own or rent the place where you live?","HomeOwn_CurrentHomeOwn","The Basics",1586134,0,0,"1585370",1,1,12
1585375,"What is your annual household income from all sources?","Income_AnnualIncome","The Basics",1586134,0,0,"1585375",1,1,11
1585386,"Are you covered by health insurance or some other kind of health care plan?","Insurance_HealthInsurance","The Basics",1586134,0,0,"1585386",1,1,9
1585402,"Where are you currently living?","LivingSituation_CurrentLiving","The Basics",1586134,0,1,"1585370.1585373.1585402",1,1,12
1585636,"In your LIFETIME, which of the following substances have you ever used?","RecreationalDrugUse_WhichDrugsUsed","Lifestyle",1585855,0,0,"1585636",1,1,7
1585650,"In the PAST THREE MONTHS, how often have you used marijuana (cannabis, pot, grass, hash, etc.)?","Past3MonthUseFrequency_Marijuana3MonthUse","Lifestyle",1585855,0,1,"1585636.1585637.1585650",1,1,7
1585656,"In the PAST THREE MONTHS, how often have you used cocaine (coke, crack, etc.)?","Past3MonthUseFrequency_Cocaine3MonthUse","Lifestyle",1585855,0,1,"1585636.1585638.1585656",1,1,7
1585668,"In the PAST THREE MONTHS, how often have you used other stimulants (methamphetamine, speed, crystal meth, ice, k2/spice, bath salts, etc.)","Past3MonthUseFrequency_OtherStimulant3MonthUse","Lifestyle",1585855,0,1,"1585636.1585640.1585668",1,1,7
1585674,"In the PAST THREE MONTHS, how often have you used inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?","Past3MonthUseFrequency_Inhalant3MonthUse","Lifestyle",1585855,0,1,"1585636.1585641.1585674",1,1,7
1585680,"In the PAST THREE MONTHS, how often have you used sedatives or sleeping pills for non-medical reasons (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?","Past3MonthUseFrequency_Sedative3MonthUse","Lifestyle",1585855,0,1,"1585636.1585642.1585680",1,1,7
1585686,"In the PAST THREE MONTHS, how often have you used hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?","Past3MonthUseFrequency_Hallucinogen3MonthUse","Lifestyle",1585855,0,1,"1585636.1585643.1585686",1,1,7
1585692,"In the PAST THREE MONTHS, how often have you used street opioids (heroin, opium, etc.)?","Past3MonthUseFrequency_StreetOpioid3MonthUse","Lifestyle",1585855,0,1,"1585636.1585644.1585692",1,1,7
1585698,"In the PAST THREE MONTHS, how often have you used prescription opioids for non-medical reasons (obana, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine [Supoxone], etc.","Past3MonthUseFrequency_PrescriptionOpiod3MonthUse","Lifestyle",1585855,0,1,"1585636.1585645.1585698",1,1,7
1585704,"In the PAST THREE MONTHS, how often have you used other drugs?","Past3MonthUseFrequency_Other3MonthUse","Lifestyle",1585855,0,1,"1585636.1585646.1585704",1,1,7
1585711,"In general, would you say your health is:","OverallHealth_GeneralHealth","Overall Health",1585710,0,0,"1585711",1,1,4
1585717,"In general, would you say your quality of life is:","OverallHealth_GeneralQuality","Overall Health",1585710,0,0,"1585717",1,1,5
1585723,"In general, how would you rate your physical health?","OverallHealth_GeneralPhysicalHealth","Overall Health",1585710,0,0,"1585723",1,1,6
1585729,"In general, how would you rate your mental health, including your mood and your ability to think?","OverallHealth_GeneralMentalHealth","Overall Health",1585710,0,0,"1585729",1,1,7
1585735,"In general, how would you rate your satisfaction with your social activities and relationships?","OverallHealth_SocialSatisfaction","Overall Health",1585710,0,0,"1585735",1,1,8
1585741,"To what extent are you able to carry out your everyday physical activities such as walking, climbing stairs, carrying groceries, or moving a chair?","OverallHealth_EverydayActivities","Overall Health",1585710,0,0,"1585741",1,1,9
1585747,"In the past 7 days, how would you rate your pain on average?","OverallHealth_AveragePain7Days","Overall Health",1585710,0,0,"1585747",1,1,10
1585748,"In the past 7 days, how would you rate your fatigue?","OverallHealth_AverageFatigue7Days","Overall Health",1585710,0,0,"1585748",1,1,11
1585754,"In general, please rate how well you carry out your usual social roles. (This includes activities at home, at work and in your community, and responsibilities as a parent, child, spouse, employee, friend, etc.)","OverallHealth_GeneralSocial","Overall Health",1585710,0,0,"1585754",1,1,12
1585760,"In the past 7 days, how often have you been bothered by emotional problems such as feeling anxious, depressed or irritable?","OverallHealth_EmotionalProblem7Days","Overall Health",1585710,0,0,"1585760",1,1,13
1585766,"How confident are you filling out medical forms by yourself?","OverallHealth_MedicalFormConfidence","Overall Health",1585710,0,0,"1585766",1,1,1
1585772,"How often do you have someone help you read health-related materials?","OverallHealth_HealthMaterialAssistance","Overall Health",1585710,0,0,"1585772",1,1,2
1585778,"How often do you have problems learning about your medical condition because of difficulty understanding written information?","OverallHealth_DifficultUnderstandInfo","Overall Health",1585710,0,0,"1585778",1,1,3
1585784,"Have your menstrual periods stopped permanently?","OverallHealth_MenstrualStopped","Overall Health",1585710,0,0,"1585784",1,1,14
1585789,"Why did your periods stop?","YesNone_MenstrualStoppedReason","Overall Health",1585710,0,1,"1585784.1585786.1585789",1,1,14
1585789,"Why did your periods stop?","YesNone_MenstrualStoppedReason","Overall Health",1585710,0,1,"1585784.1585787.1585789",1,1,14
1585791,"Have you ever had a hysterectomy (that is, surgery to remove your uterus or womb)?","OverallHealth_HysterectomyHistory","Overall Health",1585710,0,1,"1585784.1585786.1585791",1,1,14
1585796,"Have you ever had an ovary removed?","OverallHealth_OvaryRemovalHistory","Overall Health",1585710,0,1,"1585784.1585786.1585791.1585792.1585796",1,1,14
1585796,"Have you ever had an ovary removed?","OverallHealth_OvaryRemovalHistory","Overall Health",1585710,0,1,"1585784.1585786.1585791.1585794.1585796",1,1,14
1585796,"Have you ever had an ovary removed?","OverallHealth_OvaryRemovalHistory","Overall Health",1585710,0,1,"1585784.1585786.1585791.903079.1585796",1,1,14
1585803,"Have you had a transplant of any type?","OverallHealth_OrganTransplant","Overall Health",1585710,0,0,"1585803",1,1,15
1585806,"If yes, please check all that apply","OrganTransplant_OrganTransplantDescription","Overall Health",1585710,0,1,"1585803.1585804.1585806",1,1,15
1585811,"Are you currently pregnant?","Pregnancy_1PregnancyStatus","Overall Health",1585710,0,1,"1585784.1585785.1585811",1,1,14
1585811,"Are you currently pregnant?","Pregnancy_1PregnancyStatus","Overall Health",1585710,0,1,"1585784.1585788.1585811",1,1,14
1585815,"Have you traveled outside of the country within the past 6 months?","OverallHealth_OutsideTravel6Month","Overall Health",1585710,0,0,"1585815",1,1,16
1585838,"What terms best express how you describe your gender identity? (Check all that apply)","Gender_GenderIdentity","The Basics",1586134,0,0,"1585838",1,1,4
1585845,"What was your biological sex assigned at birth?","BiologicalSexAtBirth_SexAtBirth","The Basics",1586134,0,0,"1585845",1,1,3
1585852,"Have you ever served on active duty in the United States Armed forces, either in the regular military or in a National Guard or military reserve unit?","ActiveDuty_AvtiveDutyServeStatus","The Basics",1586134,0,0,"1585852",1,1,7
1585857,"Have you smoked at least 100 cigarettes in your entire life? (There are 20 cigarettes in a pack.)?","Smoking_100CigsLifetime","Lifestyle",1585855,0,0,"1585857",1,1,1
1585860,"Do you now smoke cigarettes every day, some days, or not at all?","Smoking_SmokeFrequency","Lifestyle",1585855,0,1,"1585857.1585858.1585860",1,1,1
1585867,"In the past, have you ever made a serious attempt to quit smoking? That is, have you stopped smoking for at least one day or longer because you were trying to quit?","Smoking_SeriousQuitAttempt","Lifestyle",1585855,0,1,"1585857.1585858.1585867",1,1,1
1585879,"How many years have you lived at your current address?","LivingSituation_HowManyLivingYears","The Basics",1586134,0,0,"1585879",1,1,13
1585886,"In the past 6 months, have you been worried or concerned about NOT having a place to live?","LivingSituation_StableHouseConcern","The Basics",1586134,0,0,"1585886",1,1,14
1585892,"What is your current marital status?","MaritalStatus_CurrentMaritalStatus","The Basics",1586134,0,0,"1585892",1,1,8
1585899,"Which of the following best represents how you think of yourself.","TheBasics_SexualOrientation","The Basics",1586134,0,0,"1585899",1,1,5
1585940,"What is the highest grade or year of school you completed?","EducationLevel_HighestGrade","The Basics",1586134,0,0,"1585940",1,1,6
1585952,"What is your current employment status? Please select 1 or more of these categories.","Employment_EmploymentStatus","The Basics",1586134,0,0,"1585952",1,1,10
1586135,"In what country were you born?","TheBasics_Birthplace","The Basics",1586134,0,0,"1586135",1,1,1
1586140,"Which categories describe you? Select all that apply. Note, you may select more than one group.","Race_WhatRaceEthnicity","The Basics",1586134,0,0,"1586140",1,1,2
1586151,"Asian (For example: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, etc.)","Asian_AsianSpecific","The Basics",1586134,0,1,"1586140.1586142.1586151",0,1,2
1586152,"Black, African American, or African (For example: African American, Ethiopian, Haitian, Jamaican, Nigerian, Somali, etc.)","Black_BlackSpecific","The Basics",1586134,0,1,"1586140.1586143.1586152",0,1,2
1586155,"White (For example: English, European, French, German, Irish, Italian, Polish, etc.)","White_WhiteSpecific","The Basics",1586134,0,1,"1586140.1586146.1586155",0,1,2
1586156,"Hispanic, Latino, or Spanish (For example: Colombian, Cuban, Dominican, Mexican or Mexican American, Puerto Rican, Salvadoran, etc.)","Hispanic_HispanicSpecific","The Basics",1586134,0,1,"1586140.1586147.1586156",0,1,2
1586166,"Have you ever used an electronic nicotine product, even one or two times? (Electronic nicotine products include e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, epipes, and e-hookahs.)","ElectronicSmoking_ElectricSmokeParticipant","Lifestyle",1585855,0,0,"1586166",1,1,2
1586169,"Do you now use electronic nicotine products…","ElectronicSmoking_ElectricSmokeFrequency","Lifestyle",1585855,0,1,"1586166.1586167.1586169",1,1,2
1586174,"Have you ever smoked a traditional cigar, cigarillo, or filtered cigar, even one of two puffs?","CigarSmoking_CigarSmokeParticipant","Lifestyle",1585855,0,0,"1586174",1,1,3
1586177,"Do you now smoke a traditional cigar, cigarillo, or filtered cigar…","CigarSmoking_CurrentCigarFrequency","Lifestyle",1585855,0,1,"1586174.1586175.1586177",1,1,3
1586182,"Have you ever smoked tobacco in a hookah, even one or two puffs","HookahSmoking_HookahSmokeParticipant","Lifestyle",1585855,0,0,"1586182",1,1,4
1586185,"Do you smoke hookah…","HookahSmoking_CurrentHookahFrequency","Lifestyle",1585855,0,1,"1586182.1586183.1586185",1,1,4
1586190,"Have you ever used smokeless tobacco products, even one or two times? (Smokeless tobacco products include snus pouches, Skoal Bandits, loose snus, moist snuff, dip, spit, and chewing tobacco.)","SmokelessTobacco_SmokelessTobaccoParticipant","Lifestyle",1585855,0,0,"1586190",1,1,5
1586193,"Do you now use smokeless tobacco products…","SmokelessTobacco_SmokelessTobaccoFrequency","Lifestyle",1585855,0,1,"1586190.1586191.1586193",1,1,5
1586198,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips? (By a “drink,” we mean a can or bottle of beer, a glass of wine or a wine cooler, a shot of liquor, or a mixed drink with liquor in it.)","Alcohol_AlcoholParticipant","Lifestyle",1585855,0,0,"1586198",1,1,6
1586201,"How often did you have a drink containing alcohol in the past year?","Alcohol_DrinkFrequencyPastYear","Lifestyle",1585855,0,1,"1586198.1586199.1586201",1,1,6
1586207,"On a typical day when you drink, how many drinks do you have?","Alcohol_AverageDailyDrinkCount","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586203.1586207",1,1,6
1586207,"On a typical day when you drink, how many drinks do you have?","Alcohol_AverageDailyDrinkCount","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586204.1586207",1,1,6
1586207,"On a typical day when you drink, how many drinks do you have?","Alcohol_AverageDailyDrinkCount","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586205.1586207",1,1,6
1586207,"On a typical day when you drink, how many drinks do you have?","Alcohol_AverageDailyDrinkCount","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586206.1586207",1,1,6
1586213,"How often did you have six or more drinks on one occasion in the past year?","Alcohol_6orMoreDrinksOccurence","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586203.1586213",1,1,6
1586213,"How often did you have six or more drinks on one occasion in the past year?","Alcohol_6orMoreDrinksOccurence","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586204.1586213",1,1,6
1586213,"How often did you have six or more drinks on one occasion in the past year?","Alcohol_6orMoreDrinksOccurence","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586205.1586213",1,1,6
1586213,"How often did you have six or more drinks on one occasion in the past year?","Alcohol_6orMoreDrinksOccurence","Lifestyle",1585855,0,1,"1586198.1586199.1586201.1586206.1586213",1,1,6
43528377,"Other Conditions: Allergies","OtherConditions_Allergies","Family Medical History",43528698,20,1,"43529638.43528377.43528377",0,0,0
43528385,"Family Medical History Aware: Alot","FamilyMedicalHistoryAware_Alot","Family Medical History",43528698,20,1,"43528652.43528385.43528385",0,0,0
43528397,"Nervous Condition: Amyotrophic Lateral Sclerosis","NervousCondition_AmyotrophicLateralSclerosis","Family Medical History",43528698,20,1,"43529272.43528397.43528397",0,0,0
43528401,"Circulatory Conditions: Anemia","CirculatoryConditions_Anemia","Family Medical History",43528698,20,1,"1384639.43528401.43528401",0,0,0
43528427,"Aortic Aneurysm","CirculatoryConditions_AorticAneurism","Family Medical History",43528698,20,1,"1384639.43528427.43528427",0,0,0
43528428,"Are you currently covered by any of the following types of health insurance or health coverage plans? Select all that apply from one group.","HealthInsurance_InsuranceTypeUpdate","The Basics",1586134,0,1,"1585386.1585387.43528428",1,1,9
43528439,"Respiratory Conditions: Asthma","RespiratoryConditions_Asthma","Family Medical History",43528698,20,1,"43529767.43528439.43528439",0,0,0
43528442,"Circulatory Conditions: Atrial Fibrillation","CirculatoryConditions_AtrialFibrillation","Family Medical History",43528698,20,1,"1384639.43528442.43528442",0,0,0
43528472,"Cancer Conditions: Bladder Cancer","CancerConditions_BladderCancer","Family Medical History",43528698,20,1,"43528515.43528472.43528472",0,0,0
43528480,"Cancer Conditions: Bone Cancer","CancerConditions_BoneCancer","Family Medical History",43528698,20,1,"43528515.43528480.43528480",0,0,0
43528486,"Please indicate if your father has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherSkelMuscCondition","Family Medical History",43528698,40740,1,"43528763.43528486.43528486",1,0,0
43528487,"Please indicate if your mother has ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherSkelMuscCondition","Family Medical History",43528698,40740,1,"43528764.43528487.43528487",1,0,0
43528489,"Please indicate if your father has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherNervousCondition","Family Medical History",43528698,40740,1,"43528763.43528489.43528489",1,0,0
43528490,"Please indicate if your mother has ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherNervousCondition","Family Medical History",43528698,40740,1,"43528764.43528490.43528490",1,0,0
43528492,"Cancer Conditions: Brain Cancer","CancerConditions_BrainCancer","Family Medical History",43528698,20,1,"43528515.43528492.43528492",0,0,0
43528500,"Cancer Conditions: Breast Cancer","CancerConditions_BreastCancer","Family Medical History",43528698,20,1,"43528515.43528500.43528500",0,0,0
43528509,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterCancerCondition","Family Medical History",43528698,40740,1,"43528650.43528509.43528509",1,0,0
43528510,"Please indicate if your father has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherCancerCondition","Family Medical History",43528698,40740,1,"43528763.43528510.43528510",1,0,0
43528511,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentCancer","Family Medical History",43528698,40740,1,"43528765.43528511.43528511",1,0,0
43528512,"Please indicate if your mother has ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherCancerCondition","Family Medical History",43528698,40740,1,"43528764.43528512.43528512",1,0,0
43528513,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingCancerCondition","Family Medical History",43528698,40740,1,"43528649.43528513.43528513",1,0,0
43528514,"Please indicate if your son(s) has/have ever been diagnosed with any of these cancer conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonCancerCondition","Family Medical History",43528698,40740,1,"43528651.43528514.43528514",1,0,0
43528515,"Diagnosed Health Condition: Cancer Condition","DiagnosedHealthCondition_CancerCondition","Family Medical History",43528698,20,0,"43528515",0,0,2
43528528,"Hearing Vision Conditions: Cataracts","HearingVisionConditions_Cataracts","Family Medical History",43528698,20,1,"43529966.43528528.43528528",0,0,0
43528539,"Cancer Conditions: Cervical Cancer","CancerConditions_CervicalCancer","Family Medical History",43528698,20,1,"43528515.43528539.43528539",0,0,0
43528558,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterCircCondition","Family Medical History",43528698,40740,1,"43528650.43528558.43528558",1,0,0
43528559,"Please indicate if your father has ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherCircCondition","Family Medical History",43528698,40740,1,"43528763.43528559.43528559",1,0,0
43528560,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentCircCondition","Family Medical History",43528698,40740,1,"43528765.43528560.43528560",1,0,0
43528561,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingCircCondition","Family Medical History",43528698,40740,1,"43528649.43528561.43528561",1,0,0
43528562,"Please indicate if your son(s) has/have ever been diagnosed with any of these circulatory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonCirculatoryCondition","Family Medical History",43528698,40740,1,"43528651.43528562.43528562",1,0,0
43528565,"Cancer Conditions: Colon Rectal Cancer","CancerConditions_ColonRectalCancer","Family Medical History",43528698,20,1,"43528515.43528565.43528565",0,0,0
43528580,"Circulatory Conditions: Congestive Heart Failure","CirculatoryConditions_CongestiveHeartFailure","Family Medical History",43528698,20,1,"1384639.43528580.43528580",0,0,0
43528614,"Nervous Condition: Dementia","NervousCondition_Dementia","Family Medical History",43528698,20,1,"43529272.43528614.43528614",0,0,0
43528628,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterDigestive","Family Medical History",43528698,40740,1,"43528650.43528628.43528628",1,0,0
43528629,"Please indicate if your father has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherDigestiveCondition","Family Medical History",43528698,40740,1,"43528763.43528629.43528629",1,0,0
43528630,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentDigestive","Family Medical History",43528698,40740,1,"43528765.43528630.43528630",1,0,0
43528631,"Please indicate if your mother has ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherDigestiveCondition","Family Medical History",43528698,40740,1,"43528764.43528631.43528631",1,0,0
43528633,"Please indicate if your son(s) has/have ever been diagnosed with any of these digestive conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonDigestiveCondition","Family Medical History",43528698,40740,1,"43528651.43528633.43528633",1,0,0
43528634,"Diagnosed Health Condition: Digestive Condition","DiagnosedHealthCondition_DigestiveCondition","Family Medical History",43528698,20,0,"43528634",0,0,4
43528649,"Sibling History: Sibling Diagnosis History","SiblingHistory_SiblingDiagnosisHistory","Family Medical History",43528698,20,0,"43528649",0,0,15
43528650,"Child History: Daughter Diagnosis History","ChildHistory_DaughterDiagnosisHistory","Family Medical History",43528698,20,0,"43528650",0,0,17
43528651,"Child History: Son Diagnosis History","ChildHistory_SonDiagnosisHistory","Family Medical History",43528698,20,0,"43528651",0,0,16
43528652,"How much do you know about illnesses or health problems for your parents, grandparents, brothers, sisters, and/or children?","FamilyHistory_FamilyMedicalHistoryAware","Family Medical History",43528698,41600,0,"43528652",1,1,1
43528660,"DURING THE PAST 12 MONTHS, have you seen or talked to a general doctor who treats a variety of illnesses (a physician in general practice, primary care, family medicine, or internal medicine)?","HealthAdvice_SpokenToGeneralDoctor","Healthcare Access & Utilization",43528895,0,0,"43528660",1,1,6
43528661,"DURING THE PAST 12 MONTHS, have you seen or talked to A medical doctor who specializes in a particular medical disease or problem (other than obstetrician/gynecologist, psychiatrist, or ophthalmologist)?","HealthAdvice_SpokenToMedicalSpecialist","Healthcare Access & Utilization",43528895,0,0,"43528661",1,1,15
43528662,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Dental care (including check ups)","CantAffordCare_DentalCare","Healthcare Access & Utilization",43528895,0,0,"43528662",1,1,32
43528663,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: Emergency care","CantAffordCare_EmergencyCare","Healthcare Access & Utilization",43528895,0,0,"43528663",1,1,31
43528664,"DURING THE PAST 12 MONTHS, was there any time when you needed any of the following, but didn't get it because you couldn't afford it: To see a regular doctor or general health provider (in primary care, general practice, internal medicine, family medicine)","CantAffordCare_HealthcareProvider","Healthcare Access & Utilization",43528895,0,0,"43528664",1,1,34
43528665,"DURING THE PAST 12 MONTHS, were any of the following true for you: You bought prescription drugs from another country to save money","CantAffordCare_BoughtRxFromOtherCountry","Healthcare Access & Utilization",43528895,0,0,"43528665",1,1,42
43528666,"DURING THE PAST 12 MONTHS, were any of the following true for you: You used alternative therapies to save money","CantAffordCare_AlternativeTherapies","Healthcare Access & Utilization",43528895,0,0,"43528666",1,1,43
43528668,"Cancer Conditions: Endocrine Cancer","CancerConditions_EndocrineCancer","Family Medical History",43528698,20,1,"43528515.43528668.43528668",0,0,0
43528674,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterEndoCondition","Family Medical History",43528698,40740,1,"43528650.43528674.43528674",1,0,0
43528675,"Please indicate if your father has ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherEndocrineCondition","Family Medical History",43528698,40740,1,"43528763.43528675.43528675",1,0,0
43528676,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentEndocrine","Family Medical History",43528698,40740,1,"43528765.43528676.43528676",1,0,0
43528677,"Please indicate if your son(s) has/have ever been diagnosed with any of these hormone/endocrine conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonEndocrineCondition","Family Medical History",43528698,40740,1,"43528651.43528677.43528677",1,0,0
43528679,"Cancer Conditions: Endometrial Cancer","CancerConditions_EndometrialCancer","Family Medical History",43528698,20,1,"43528515.43528679.43528679",0,0,0
43528690,"Nervous Condition: Epilepsy Seizure","NervousCondition_EpilepsySeizure","Family Medical History",43528698,20,1,"43529272.43528690.43528690",0,0,0
43528693,"Cancer Conditions: Esophageal Cancer","CancerConditions_EsophagealCancer","Family Medical History",43528698,20,1,"43528515.43528693.43528693",0,0,0
