"id","analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","stratum_6","count_value","min_value","max_value","avg_value","stdev_value","median_value","p10_value","p25_value","p75_value","p90_value"
731,1815,2213078,"No unit",8507,1,1,0,3325,1,2,1.04,0.2,1,1,1,1,1
732,1815,2213079,"No unit",8532,1,1,0,257,1,2,1.01,0.09,1,1,1,1,1
733,1815,2213085,"No unit",8532,1,1,0,564,1,2,1,0.04,1,1,1,1,1
734,1814,2213085,"No unit","",1,1,"",951,1,2,1,0.03,1,1,1,1,1
735,1815,2213088,"No unit",8532,1,1,0,114,1,2,1.01,0.09,1,1,1,1,1
736,1815,2213088,"No unit",8507,1,1,0,102,1,2,1.01,0.1,1,1,1,1,1
737,1814,2213088,"No unit","",1,1,"",216,1,2,1.01,0.1,1,1,1,1,1
738,1815,2213089,"No unit",8507,1,1,0,3066,1,2,1,0.06,1,1,1,1,1
739,1815,2213089,"No unit",8532,1,1,0,1706,1,2,1,0.02,1,1,1,1,1
740,1814,2213089,"No unit","",1,1,"",4772,1,2,1,0.05,1,1,1,1,1
741,1815,2213092,"No unit",8507,1,1,0,1634,1,2,1,0.02,1,1,1,1,1
742,1815,2213092,"No unit",8532,1,1,0,4801,1,2,1,0.02,1,1,1,1,1
743,1814,2213092,"No unit","",1,1,"",6435,1,2,1,0.02,1,1,1,1,1
744,1815,2213095,"No unit",8507,1,1,0,2545,1,2,1.02,0.13,1,1,1,1,1
745,1815,2213095,"No unit",8532,1,1,0,2014,1,2,1.02,0.13,1,1,1,1,1
746,1814,2213095,"No unit","",1,1,"",4559,1,2,1.02,0.13,1,1,1,1,1
747,1814,2213096,"No unit","",1,1,"",578,1,2,1,0.04,1,1,1,1,1
748,1815,2213096,"No unit",8532,1,1,0,257,1,2,1,0.06,1,1,1,1,1
749,1814,2213098,"No unit","",1,1,"",18696,1,2,1,0.04,1,1,1,1,1
750,1815,2213098,"No unit",8507,1,1,0,6797,1,2,1,0.03,1,1,1,1,1
751,1815,2213098,"No unit",8532,1,1,0,11899,1,2,1,0.04,1,1,1,1,1
752,1815,2213103,"No unit",8507,1,1,0,55,1,2,1.02,0.13,1,1,1,1,1
753,1814,2213103,"No unit","",1,1,"",92,1,2,1.01,0.1,1,1,1,1,1
754,1814,2213106,"No unit","",1,1,"",282,1,2,1,0.06,1,1,1,1,1
755,1815,2213106,"No unit",8507,1,1,0,133,1,2,1.01,0.09,1,1,1,1,1
756,1814,2213114,"No unit","",1,1,"",25677,1,2,1,0.03,1,1,1,1,1
757,1815,2213114,"No unit",8532,1,1,0,24089,1,2,1,0.02,1,1,1,1,1
758,1815,2213114,"No unit",8507,1,1,0,1588,1,2,1,0.05,1,1,1,1,1
759,1815,2213118,"No unit",8507,1,1,0,877,1,2,1.01,0.12,1,1,1,1,1
760,1815,2213119,"No unit",8532,1,1,0,21593,1,2,1,0.05,1,1,1,1,1
761,1815,2213120,"No unit",8507,1,1,0,475,1,2,1,0.05,1,1,1,1,1
762,1814,2213120,"No unit","",1,1,"",940,1,2,1,0.03,1,1,1,1,1
763,1814,2213127,"No unit","",1,1,"",6676,1,2,1,0.02,1,1,1,1,1
764,1815,2213127,"No unit",8532,1,1,0,2233,1,2,1,0.03,1,1,1,1,1
765,1815,2213127,"No unit",8507,1,1,0,4443,1,2,1,0.02,1,1,1,1,1
766,1814,2213130,"No unit","",1,1,"",16873,1,2,1,0.03,1,1,1,1,1
767,1815,2213130,"No unit",8532,1,1,0,6702,1,2,1,0.03,1,1,1,1,1
768,1815,2213130,"No unit",8507,1,1,0,10171,1,2,1,0.03,1,1,1,1,1
769,1815,2213138,"No unit",8532,1,1,0,227,1,2,1.01,0.09,1,1,1,1,1
770,1814,2213138,"No unit","",1,1,"",563,1,2,1.01,0.08,1,1,1,1,1
771,1815,2213138,"No unit",8507,1,1,0,336,1,2,1.01,0.08,1,1,1,1,1
772,1814,2213142,"No unit","",1,1,"",43726,1,2,1,0.04,1,1,1,1,1
773,1815,2213142,"No unit",8532,1,1,0,11873,1,2,1,0.04,1,1,1,1,1
774,1815,2213142,"No unit",8507,1,1,0,31853,1,2,1,0.03,1,1,1,1,1
775,1815,2213153,"No unit",8507,1,1,0,340,1,2,1.02,0.15,1,1,1,1,1
776,1815,2213156,"No unit",8507,1,2,0.1,2,1,2,1.5,0.71,1,1,1,2,2
777,1814,2213156,"No unit","",1,2,"",3,1,2,1.33,0.58,1,1,1,2,2
778,1814,2213159,"No unit","",1,1,"",57,1,2,1.02,0.13,1,1,1,1,1
779,1815,2213159,"No unit",8532,1,1,0,32,1,2,1.03,0.18,1,1,1,1,1
780,1815,2213161,"No unit",8532,1,1,0,24278,1,2,1,0.03,1,1,1,1,1
781,1815,2213161,"No unit",8507,1,1,0,1573,1,2,1,0.03,1,1,1,1,1
782,1814,2213161,"No unit","",1,1,"",25851,1,2,1,0.03,1,1,1,1,1
783,1815,2213167,"No unit",8532,1,1,0,702,1,2,1,0.04,1,1,1,1,1
784,1814,2213167,"No unit","",1,1,"",1235,1,2,1,0.03,1,1,1,1,1
785,1815,2213168,"No unit",8532,1,1,0,702,1,2,1,0.04,1,1,1,1,1
786,1814,2213168,"No unit","",1,1,"",1235,1,2,1,0.03,1,1,1,1,1
787,1814,2213178,"No unit","",1,1,"",60,1,2,1.05,0.22,1,1,1,1,1
788,1815,2213178,"No unit",8532,1,1,0,40,1,2,1.05,0.22,1,1,1,1,1
789,1815,2213178,"No unit",8507,1,1,0,20,1,2,1.05,0.22,1,1,1,1,1
790,1815,2213181,"No unit",8507,1,1,0,17192,1,2,1.01,0.08,1,1,1,1,1
791,1815,2213187,"No unit",8532,1,1,0,76458,1,2,1.03,0.17,1,1,1,1,1
792,1815,2213189,"No unit",8507,1,3,0.2,20,1,2,1.05,0.22,1,1,1,1,1
793,1815,2213190,"No unit",8507,1,1,0,2458,1,2,1,0.03,1,1,1,1,1
794,1814,2213190,"No unit","",1,1,"",3270,1,2,1,0.04,1,1,1,1,1
795,1815,2213190,"No unit",8532,1,1,0,812,1,2,1,0.05,1,1,1,1,1
796,1815,2213191,"No unit",8507,1,1,0,2493,1,2,1,0.06,1,1,1,1,1
797,1814,2213212,"No unit","",1,1,"",10844,1,2,1,0.05,1,1,1,1,1
798,1815,2213212,"No unit",8507,1,1,0,7417,1,2,1,0.03,1,1,1,1,1
799,1815,2213212,"No unit",8532,1,1,0,3427,1,2,1.01,0.08,1,1,1,1,1
800,1815,2213215,"No unit",8507,1,1,0,6598,1,2,1.01,0.11,1,1,1,1,1
801,1815,2213221,"No unit",8532,1,1,0,25224,1,2,1.01,0.08,1,1,1,1,1
802,1814,2213221,"No unit","",1,1,"",25226,1,2,1.01,0.08,1,1,1,1,1
803,1815,2213232,"No unit",8507,1,1,0,133,1,2,1.02,0.12,1,1,1,1,1
804,1814,2213232,"No unit","",1,1,"",256,1,2,1.03,0.16,1,1,1,1,1
805,1815,2213232,"No unit",8532,1,1,0,123,1,2,1.04,0.2,1,1,1,1,1
806,1815,2213235,"No unit",8532,1,1,0,222,1,2,1.04,0.2,1,1,1,1,1
807,1814,2213235,"No unit","",1,1,"",222,1,2,1.04,0.2,1,1,1,1,1
808,1815,2213249,"No unit",8532,1,1,0,12623,1,2,1,0.06,1,1,1,1,1
809,1815,2213251,"No unit",8507,1,1,0,3221,1,2,1,0.05,1,1,1,1,1
810,1814,2213253,"No unit","",1,1,"",2572,1,2,1,0.06,1,1,1,1,1
811,1815,2213253,"No unit",8507,1,1,0,1097,1,2,1.01,0.08,1,1,1,1,1
812,1815,2213253,"No unit",8532,1,1,0,1475,1,2,1,0.05,1,1,1,1,1
813,1814,2213254,"No unit","",1,1,"",148,1,2,1.07,0.25,1,1,1,1,1
814,1815,2213254,"No unit",8507,1,1,0,56,1,2,1.02,0.13,1,1,1,1,1
815,1815,2213254,"No unit",8532,1,1,0,92,1,2,1.1,0.3,1,1,1,1,1
816,1814,2213255,"No unit","",1,1,"",94,1,2,1.04,0.2,1,1,1,1,1
817,1815,2213255,"No unit",8532,1,1,0,94,1,2,1.04,0.2,1,1,1,1,1
818,1814,2213256,"No unit","",1,1,"",18863,1,2,1,0.02,1,1,1,1,1
819,1815,2213256,"No unit",8507,1,1,0,10646,1,2,1,0.02,1,1,1,1,1
820,1815,2213256,"No unit",8532,1,1,0,8217,1,2,1,0.03,1,1,1,1,1
821,1815,2213262,"No unit",8532,1,2,0.1,6,1,2,1.83,0.41,2,1,2,2,2
822,1815,2213262,"No unit",8507,1,2,0.1,12,1,2,1.33,0.49,1,1,1,2,2
823,1814,2213262,"No unit","",1,2,"",18,1,2,1.5,0.51,1,1,1,2,2
824,1814,2213264,"No unit","",1,1,"",9392,1,2,1,0.05,1,1,1,1,1
825,1815,2213264,"No unit",8532,1,1,0,4484,1,2,1,0.04,1,1,1,1,1
826,1815,2213264,"No unit",8507,1,1,0,4908,1,2,1,0.05,1,1,1,1,1
827,1814,2213266,"No unit","",1,1,"",11509,1,2,1,0.01,1,1,1,1,1
828,1815,2213266,"No unit",8507,1,1,0,6542,1,2,1,0.01,1,1,1,1,1
829,1815,2213266,"No unit",8532,1,1,0,4967,1,2,1,0.01,1,1,1,1,1
830,1815,2213273,"No unit",8507,1,2,0.1,22,1,2,1.64,0.49,2,1,1,2,2
831,1814,2213278,"No unit","",1,1,"",344,1,2,1.05,0.22,1,1,1,1,1
832,1815,2213278,"No unit",8532,1,1,0,248,1,2,1.07,0.26,1,1,1,1,1
833,1814,2213309,"No unit","",2,2,"",2,2,2,2,0,2,2,2,2,2
834,1815,2213309,"No unit",8532,2,2,0,2,2,2,2,0,2,2,2,2,2
835,1815,2213329,"No unit",8532,1,1,0,116,1,2,1.01,0.09,1,1,1,1,1
836,1814,2213329,"No unit","",1,1,"",186,1,2,1.01,0.07,1,1,1,1,1
837,1815,2213330,"No unit",8532,1,1,0,96,1,2,1.02,0.14,1,1,1,1,1
838,1815,2213330,"No unit",8507,1,1,0,150,1,2,1.01,0.08,1,1,1,1,1
839,1814,2213330,"No unit","",1,1,"",246,1,2,1.01,0.11,1,1,1,1,1
840,1814,2213366,"No unit","",1,2,"",8,1,2,1.13,0.35,1,1,1,1,2
841,1815,2213366,"No unit",8532,1,2,0.1,8,1,2,1.13,0.35,1,1,1,1,2
842,1814,2213367,"No unit","",1,1,"",693,1,2,1,0.04,1,1,1,1,1
843,1815,2213367,"No unit",8507,1,1,0,589,1,2,1,0.04,1,1,1,1,1
844,1815,2314059,"No unit",8507,1,1,0,225,1,2,1.02,0.15,1,1,1,1,1
845,1814,2314059,"No unit","",1,1,"",656,1,2,1.01,0.09,1,1,1,1,1
846,1814,2314069,"No unit","",1,1,"",2051,1,2,1.01,0.08,1,1,1,1,1
847,1815,2314069,"No unit",8532,1,1,0,1408,1,2,1.01,0.09,1,1,1,1,1
848,1815,2314069,"No unit",8507,1,1,0,643,1,2,1,0.06,1,1,1,1,1
849,1815,2617406,"No unit",8507,1,1,0,193,1,2,1.01,0.07,1,1,1,1,1
850,1814,2617406,"No unit","",1,1,"",373,1,2,1.01,0.07,1,1,1,1,1
851,1815,2617406,"No unit",8532,1,1,0,180,1,2,1.01,0.07,1,1,1,1,1
852,1815,2617470,"No unit",8507,1,1,0,149,1,2,1.07,0.26,1,1,1,1,1
853,1815,2617470,"No unit",8532,1,1,0,182,1,2,1.02,0.13,1,1,1,1,1
854,1814,2617470,"No unit","",1,1,"",331,1,2,1.04,0.2,1,1,1,1,1
855,1814,2617472,"No unit","",1,1,"",169,1,2,1.04,0.2,1,1,1,1,1
856,1815,2617472,"No unit",8507,1,1,0,61,1,2,1.05,0.22,1,1,1,1,1
857,1815,2617472,"No unit",8532,1,1,0,108,1,2,1.04,0.19,1,1,1,1,1
858,1815,2720510,"No unit",8532,1,2,0.1,58,1,2,1.19,0.4,1,1,1,1,2
859,1814,2720510,"No unit","",1,2,"",58,1,2,1.19,0.4,1,1,1,1,2
860,1815,2720582,"No unit",8532,1,2,0.1,152,1,2,1.13,0.34,1,1,1,1,2
861,1814,2720582,"No unit","",1,2,"",153,1,2,1.13,0.34,1,1,1,1,2
862,1814,2720585,"No unit","",1,1,"",246,1,2,1.09,0.29,1,1,1,1,1
863,1815,2720585,"No unit",8532,1,1,0,246,1,2,1.09,0.29,1,1,1,1,1
864,1815,3001280,"microgram per deciliter",8507,2,2,0,1,2,2,2,0,2,2,2,2,2
865,1814,3001280,"microgram per deciliter","",2,2,"",1,2,2,2,0,2,2,2,2,2
866,1815,3001420,"nanogram per deciliter",8507,2,2,0,5,2,2,2,0,2,2,2,2,2
867,1814,3001420,"nanogram per deciliter","",2,2,"",5,2,2,2,0,2,2,2,2,2
868,1815,3002252,"microgram per milliliter",8507,0.7,5,0.4,6,0.8,2,1.43,0.43,1.4,0.8,1.2,1.8,2
869,1814,3007150,"percent total","",0,2,"",29,0,2,0.28,0.65,0,0,0,0,2
870,1815,3007150,"percent total",8507,0,2,0.2,11,0,2,0.36,0.81,0,0,0,0,2
871,1815,3007150,"percent total",8532,0,2,0.2,18,0,2,0.22,0.55,0,0,0,0,1
872,1815,3014421,"microgram per 24 hours",8532,0,2,0.2,10,0,2,0.4,0.7,0,0,0,1,1
873,1814,3014421,"microgram per 24 hours","",0,2,"",16,0,2,0.38,0.62,0,0,0,1,1
874,1815,3022338,"milligram per liter",8532,0.1,1,0.1,66130,0.06,2,0.44,0.2,0.43,0.21,0.32,0.55,0.69
875,1815,3025684,"international unit per milliliter",8532,0.1,0.9,0.1,6360,0.1,2,0.42,0.29,0.4,0.1,0.2,0.5,0.8
876,1815,3026116,"micromole per liter",8507,2,2,0,1,2,2,2,0,2,2,2,2,2
877,1814,3026116,"micromole per liter","",2,2,"",1,2,2,2,0,2,2,2,2,2
878,1814,3027678,"per microliter","",0,1,"",42,0,2,0.24,0.53,0,0,0,0,1
879,1815,3027678,"per microliter",8507,0,1,0.1,20,0,2,0.3,0.66,0,0,0,0,1
880,1814,3028615,"cubic millimeter","",0,0.6,"",25110,0,2,0.17,0.16,0.1,0,0.1,0.2,0.37
881,1815,3028615,"cubic millimeter",8532,0,0.6,0.1,13443,0,2,0.16,0.16,0.1,0,0.1,0.2,0.3
882,1815,40664455,"No unit",8507,1,1,0,3265,1,2,1,0.02,1,1,1,1,1
883,1814,40664455,"No unit","",1,1,"",6999,1,2,1,0.01,1,1,1,1,1
884,1814,40756862,"No unit","",1,1,"",4871,1,2,1,0.01,1,1,1,1,1
885,1815,40756862,"No unit",8532,1,1,0,1830,1,2,1,0.02,1,1,1,1,1
886,1815,40756962,"No unit",8532,1,2,0.1,668,1,2,1.17,0.38,1,1,1,1,2
887,1815,40757049,"No unit",8532,1,1,0,4683,1,2,1,0.03,1,1,1,1,1
888,1815,40757049,"No unit",8507,1,1,0,2858,1,2,1,0.04,1,1,1,1,1
889,1814,40757049,"No unit","",1,1,"",7541,1,2,1,0.03,1,1,1,1,1
890,1815,40757083,"No unit",8532,1,1,0,9389,1,2,1,0.03,1,1,1,1,1
891,1814,40757083,"No unit","",1,1,"",17395,1,2,1,0.03,1,1,1,1,1
892,1815,40757083,"No unit",8507,1,1,0,8006,1,2,1,0.04,1,1,1,1,1
893,1815,40757116,"No unit",8532,1,1,0,25,1,2,1.04,0.2,1,1,1,1,1
894,1814,40757116,"No unit","",1,1,"",36,1,2,1.03,0.17,1,1,1,1,1
895,1814,40762478,"unified atomic mass unit","",0,2,"",72,0,2,0.17,0.5,0,0,0,0,1
896,1815,40762478,"unified atomic mass unit",8532,0,2,0.2,36,0,2,0.33,0.68,0,0,0,0,2
897,1814,42742299,"No unit","",1,2,"",12,1,2,1.08,0.29,1,1,1,1,1
898,1815,42742299,"No unit",8507,1,2,0.1,7,1,2,1.14,0.38,1,1,1,1,2
899,1815,42742305,"No unit",8532,1,1,0,65,1,2,1.02,0.12,1,1,1,1,1
900,1814,42742305,"No unit","",1,1,"",119,1,2,1.01,0.09,1,1,1,1,1
901,1815,42742307,"No unit",8507,1,1,0,735,1,2,1.02,0.15,1,1,1,1,1
902,1815,42742307,"No unit",8532,1,1,0,595,1,2,1,0.06,1,1,1,1,1
903,1814,42742307,"No unit","",1,1,"",1330,1,2,1.02,0.12,1,1,1,1,1
904,1815,42742318,"No unit",8532,1,1,0,387,1,2,1.02,0.15,1,1,1,1,1
905,1815,42742318,"No unit",8507,1,1,0,514,1,2,1.02,0.13,1,1,1,1,1
906,1814,42742318,"No unit","",1,1,"",901,1,2,1.02,0.14,1,1,1,1,1
907,1814,42742320,"No unit","",1,1,"",5702,1,2,1.02,0.12,1,1,1,1,1
908,1815,42742320,"No unit",8532,1,1,0,2417,1,2,1.02,0.13,1,1,1,1,1
909,1815,42742320,"No unit",8507,1,1,0,3285,1,2,1.01,0.12,1,1,1,1,1
910,1815,42742322,"No unit",8507,1,1,0,749,1,2,1,0.04,1,1,1,1,1
911,1814,42742322,"No unit","",1,1,"",1437,1,2,1,0.03,1,1,1,1,1
912,1815,42742323,"No unit",8532,1,1,0,821,1,2,1,0.07,1,1,1,1,1
913,1815,42742323,"No unit",8507,1,1,0,843,1,2,1,0.06,1,1,1,1,1
914,1814,42742323,"No unit","",1,1,"",1664,1,2,1,0.06,1,1,1,1,1
915,1815,42742329,"No unit",8507,1,1,0,291,1,2,1.01,0.08,1,1,1,1,1
916,1814,42742329,"No unit","",1,1,"",676,1,2,1,0.05,1,1,1,1,1
917,1815,42742338,"No unit",8532,1,1,0,300,1,2,1,0.06,1,1,1,1,1
918,1814,42742338,"No unit","",1,1,"",500,1,2,1.01,0.1,1,1,1,1,1
919,1815,42742338,"No unit",8507,1,1,0,200,1,2,1.02,0.14,1,1,1,1,1
920,1815,42742342,"No unit",8532,1,1,0,416,1,2,1,0.05,1,1,1,1,1
921,1814,42742342,"No unit","",1,1,"",912,1,2,1.01,0.1,1,1,1,1,1
922,1815,42742342,"No unit",8507,1,1,0,496,1,2,1.02,0.13,1,1,1,1,1
923,1815,42742359,"No unit",8507,1,2,0.1,20,1,2,1.15,0.37,1,1,1,1,2
924,1814,42742362,"No unit","",1,2,"",60,1,2,1.47,0.5,1,1,1,2,2
925,1815,42742362,"No unit",8507,1,2,0.1,17,1,2,1.24,0.44,1,1,1,1,2
926,1815,42742362,"No unit",8532,1,2,0.1,43,1,2,1.56,0.5,2,1,1,2,2
927,1815,42742365,"No unit",8507,1,1,0,100,1,2,1.1,0.3,1,1,1,1,1
928,1815,42742365,"No unit",8532,1,1,0,74,1,2,1.09,0.29,1,1,1,1,1
929,1814,42742365,"No unit","",1,1,"",174,1,2,1.1,0.3,1,1,1,1,1
930,1815,42742366,"No unit",8507,1,2,0.1,9,1,2,1.33,0.5,1,1,1,2,2
931,1814,42742366,"No unit","",1,2,"",12,1,2,1.25,0.45,1,1,1,1,2
932,1815,42742372,"No unit",8507,1,1,0,172,1,2,1.01,0.08,1,1,1,1,1
933,1814,42742372,"No unit","",1,1,"",335,1,2,1,0.05,1,1,1,1,1
934,1814,42742380,"No unit","",1,1,"",76597,1,2,1,0.04,1,1,1,1,1
935,1815,42742380,"No unit",8507,1,1,0,18270,1,2,1,0.04,1,1,1,1,1
936,1815,42742380,"No unit",8532,1,1,0,58327,1,2,1,0.04,1,1,1,1,1
937,1815,42742560,"No unit",8532,1,1,0,1770,1,2,1.02,0.15,1,1,1,1,1
938,1815,42742561,"No unit",8532,1,1,0,102,1,2,1.01,0.1,1,1,1,1,1
939,1815,42742561,"No unit",8507,1,1,0,72,1,2,1.01,0.12,1,1,1,1,1
940,1814,42742561,"No unit","",1,1,"",174,1,2,1.01,0.11,1,1,1,1,1
941,1814,42742562,"No unit","",1,1,"",328,1,2,1,0.06,1,1,1,1,1
942,1815,42742562,"No unit",8532,1,1,0,217,1,2,1,0.07,1,1,1,1,1
943,1815,43527942,"No unit",8507,1,1,0,293,1,2,1.01,0.08,1,1,1,1,1
944,1814,43527942,"No unit","",1,1,"",680,1,2,1,0.05,1,1,1,1,1
945,1814,43527945,"No unit","",1,1,"",1294,1,2,1.01,0.07,1,1,1,1,1
946,1815,43527945,"No unit",8507,1,1,0,631,1,2,1,0.07,1,1,1,1,1
947,1815,43527945,"No unit",8532,1,1,0,663,1,2,1.01,0.08,1,1,1,1,1
948,1814,43527949,"No unit","",1,1,"",678,1,2,1,0.05,1,1,1,1,1
949,1815,43527949,"No unit",8507,1,1,0,293,1,2,1.01,0.08,1,1,1,1,1
950,1815,43527952,"No unit",8532,1,2,0.1,12,1,2,1.17,0.39,1,1,1,1,2
951,1815,43527952,"No unit",8507,1,2,0.1,13,1,2,1.08,0.28,1,1,1,1,1
952,1814,43527952,"No unit","",1,2,"",25,1,2,1.12,0.33,1,1,1,1,2
953,1815,43527976,"No unit",8532,1,1,0,4094,1,2,1.01,0.07,1,1,1,1,1
954,1815,44816347,"No unit",8532,1,1,0,1778,1,2,1,0.02,1,1,1,1,1
955,1814,44816347,"No unit","",1,1,"",3076,1,2,1,0.03,1,1,1,1,1
956,1815,44816347,"No unit",8507,1,1,0,1298,1,2,1,0.03,1,1,1,1,1
957,1815,44816359,"No unit",8532,1,1,0,149,1,2,1.01,0.08,1,1,1,1,1
958,1814,44816359,"No unit","",1,1,"",348,1,2,1.01,0.11,1,1,1,1,1
959,1815,44816359,"No unit",8507,1,1,0,199,1,2,1.02,0.12,1,1,1,1,1
960,1815,44816361,"No unit",8532,1,1,0,364,1,2,1.01,0.12,1,1,1,1,1
961,1815,44816361,"No unit",8507,1,1,0,452,1,2,1.01,0.08,1,1,1,1,1
962,1814,44816361,"No unit","",1,1,"",816,1,2,1.01,0.1,1,1,1,1,1
963,1815,44816363,"No unit",8507,1,1,0,951,1,2,1,0.03,1,1,1,1,1
964,1814,44816363,"No unit","",1,1,"",2198,1,2,1,0.03,1,1,1,1,1
965,1815,44816363,"No unit",8532,1,1,0,1247,1,2,1,0.03,1,1,1,1,1
966,1815,45890661,"No unit",8507,1,1,0,1556,1,2,1,0.04,1,1,1,1,1
967,1815,45890661,"No unit",8532,1,1,0,1668,1,2,1,0.06,1,1,1,1,1
968,1814,45890661,"No unit","",1,1,"",3224,1,2,1,0.05,1,1,1,1,1
969,1815,45890669,"No unit",8532,1,1,0,1288,1,2,1.01,0.07,1,1,1,1,1
970,1815,45890669,"No unit",8507,1,1,0,2248,1,2,1.01,0.09,1,1,1,1,1
971,1814,45890669,"No unit","",1,1,"",3536,1,2,1.01,0.08,1,1,1,1,1
972,1815,45890671,"No unit",8532,1,1,0,587,1,2,1,0.06,1,1,1,1,1
973,1814,45890671,"No unit","",1,1,"",1001,1,2,1,0.05,1,1,1,1,1
974,1815,45890671,"No unit",8507,1,1,0,414,1,2,1,0.05,1,1,1,1,1
975,1815,45890673,"No unit",8532,1,1,0,385,1,2,1.01,0.07,1,1,1,1,1
976,1815,45890673,"No unit",8507,1,1,0,523,1,2,1,0.04,1,1,1,1,1
977,1814,45890673,"No unit","",1,1,"",908,1,2,1,0.06,1,1,1,1,1
978,1814,45890682,"No unit","",1,1,"",330,1,2,1,0.06,1,1,1,1,1
979,1815,45890682,"No unit",8532,1,1,0,187,1,2,1.01,0.07,1,1,1,1,1
980,1815,45890684,"No unit",8507,1,1,0,784,1,2,1.02,0.13,1,1,1,1,1
981,1815,45890684,"No unit",8532,1,1,0,480,1,2,1.01,0.09,1,1,1,1,1
982,1814,45890684,"No unit","",1,1,"",1264,1,2,1.01,0.12,1,1,1,1,1
983,1815,46257548,"No unit",8507,1,1,0,336,1,2,1,0.05,1,1,1,1,1
984,1814,46257548,"No unit","",1,1,"",545,1,2,1,0.04,1,1,1,1,1
985,1815,46257666,"No unit",8532,1,1,0,16472,1,2,1,0.03,1,1,1,1,1
986,1814,46257666,"No unit","",1,1,"",16749,1,2,1,0.03,1,1,1,1,1
987,1815,46257709,"No unit",8532,1,1,0,572,1,2,1,0.04,1,1,1,1,1
988,1814,46257709,"No unit","",1,1,"",643,1,2,1,0.04,1,1,1,1,1
989,1814,8112211157,"microgram per milliliter","",2,2,"",1,2,2,2,0,2,2,2,2,2
990,1815,8112211157,"microgram per milliliter",8507,2,2,0,1,2,2,2,0,2,2,2,2,2
991,1814,8112611181,"international unit per milliliter","",2,2,"",5,2,2,2,0,2,2,2,2,2
992,1815,8112611181,"international unit per milliliter",8532,2,2,0,5,2,2,2,0,2,2,2,2,2
993,1814,8114211163,"No unit","",1,2,"",17,1,2,1.12,0.33,1,1,1,1,2
994,1815,8114211163,"No unit",8532,1,2,0.1,17,1,2,1.12,0.33,1,1,1,1,2
995,1814,8116511175,"gram per 24 hours","",2,2,"",1,2,2,2,0,2,2,2,2,2
996,1815,8116511175,"gram per 24 hours",8532,2,2,0,1,2,2,2,0,2,2,2,2,2
997,1815,8117311175,"gram per liter",8532,0,2,0.2,1,2,2,2,0,2,2,2,2,2
998,1815,8117311175,"unit per liter",8532,0,2,0.2,4,2,2,2,0,2,2,2,2,2
999,1814,8117311175,"gram per liter","",0,2,"",2,0,2,1,1.41,0,0,0,2,2
1000,1814,8117311175,"unit per liter","",0,2,"",8,0,2,1,1.07,0,0,0,2,2
1001,1815,8117511155,"microgram per deciliter",8507,1,2,0.1,20,1,2,1.25,0.44,1,1,1,1,2
1002,1814,8117511155,"microgram per deciliter","",1,2,"",20,1,2,1.25,0.44,1,1,1,1,2
1003,1815,8118811172,"gram per deciliter",8532,0.8,1,0.02,105,0.9,2,1.11,0.26,1.1,0.9,1,1.1,1.2
1004,1814,8118811172,"gram per deciliter","",0.8,1,"",168,0.8,2,1.06,0.23,1,0.9,0.9,1.1,1.2
1005,1814,8120311168,"percent","",0,2,"",12,0,2,0.5,0.8,0,0,0,1,2
1006,1815,8120311168,"percent",8507,0,2,0.2,10,0,2,0.6,0.84,0,0,0,1,2
1007,1814,8120411178,"nanogram per deciliter","",2,2,"",5,2,2,2,0,2,2,2,2,2
1008,1815,8120411178,"nanogram per deciliter",8507,2,2,0,5,2,2,2,0,2,2,2,2,2
1009,1814,8121611184,"percent","",0.2,2,"",6,0.21,2,1.4,0.92,2,0.21,0.21,2,2
1010,1815,8121611184,"percent",8507,0.2,2,0.2,6,0.21,2,1.4,0.92,2,0.21,0.21,2,2
1011,1815,8123011167,"gram per 24 hours",8507,0.6,2,0.2,16,0.8,2,1.4,0.38,1.5,0.8,1,1.6,2
1012,1814,8123011167,"gram per 24 hours","",0.6,2,"",44,0.6,2,1.27,0.4,1.1,0.8,1,1.6,1.8
1013,1814,8123511165,"percent","",0,2,"",6,0,2,0.67,1.03,0,0,0,2,2
1014,1815,8123511165,"percent",8532,0,2,0.2,2,2,2,2,0,2,2,2,2,2
1015,1815,8123811166,"percent",8532,0,1,0.1,30,0,2,0.2,0.55,0,0,0,0,1
1016,1815,8124411176,"ng/mL/hr",8507,0,60,5,2,0,2,1,1.41,0,0,0,2,2
1017,1815,8124411176,"nanogram per milliliter",8507,0,60,5,12,0,2,1,1.04,0,0,0,2,2
1018,1815,8126511169,"unit per milliliter",8507,1,4,0.3,12,1,2,1.33,0.49,1,1,1,2,2
1019,1815,8130011163,"index",8532,2,2,0,3,2,2,2,0,2,2,2,2,2
1020,1814,8130011163,"index","",2,2,"",3,2,2,2,0,2,2,2,2,2
1021,1815,8130211150,"micromole per liter",8507,2,2,0,1,2,2,2,0,2,2,2,2,2
1022,1814,8130211150,"micromole per liter","",2,2,"",1,2,2,2,0,2,2,2,2,2
1023,1814,8130511154,"microgram per liter","",1,2,"",12,1,2,1.33,0.49,1,1,1,2,2
1024,1815,8130511154,"microgram per liter",8532,1,2,0.1,8,1,2,1.5,0.53,1,1,1,2,2
1025,1815,8131411144,"per low powered field",8507,1,4,0.3,14,1,2,1.29,0.47,1,1,1,2,2
