id,survey_concept_id,question_concept_id,survey_order_number,question_order_number,"path",sub
135,43529712,43528798,4,1,"1384522.43529874.43528798",1
136,43529712,43530315,4,1,"1384522.43529918.43530315",1
137,43529712,43530472,4,1,"1384522.43529918.43530472",1
138,43529712,43528799,4,1,"1384522.43529918.43528799",1
139,43529712,1384423,4,1,"1384522.1384638.1384423",1
140,43529712,1384462,4,1,"1384522.1384638.1384462",1
141,43529712,1384420,4,1,"1384522.1384638.1384420",1
142,43529712,1384592,4,2,"1384592",0
143,43529712,43530388,4,2,"1384592.43528439.43530388",1
144,43529712,43530546,4,2,"1384592.43528439.43530546",1
145,43529712,43528873,4,2,"1384592.43528439.43528873",1
146,43529712,1384608,4,2,"1384592.1384567.1384608",1
147,43529712,1384393,4,2,"1384592.1384567.1384393",1
148,43529712,1384587,4,2,"1384592.1384567.1384587",1
149,43529712,43530390,4,2,"1384592.43529837.43530390",1
150,43529712,43530548,4,2,"1384592.43529837.43530548",1
151,43529712,43528875,4,2,"1384592.43529837.43528875",1
152,43529712,1384651,4,2,"1384592.1384564.1384651",1
153,43529712,1384635,4,2,"1384592.1384564.1384635",1
154,43529712,1384476,4,2,"1384592.1384564.1384476",1
155,43529712,43528760,4,3,"43528760",0
156,43529712,43530282,4,3,"43528760.43528472.43530282",1
157,43529712,43530440,4,3,"43528760.43528472.43530440",1
158,43529712,43528766,4,3,"43528760.43528472.43528766",1
159,43529712,43530283,4,3,"43528760.1384404.43530283",1
160,43529712,43530441,4,3,"43528760.1384404.43530441",1
161,43529712,43528767,4,3,"43528760.1384404.43528767",1
162,43529712,43530284,4,3,"43528760.43528480.43530284",1
163,43529712,43530442,4,3,"43528760.43528480.43530442",1
164,43529712,43528768,4,3,"43528760.43528480.43528768",1
165,43529712,43530285,4,3,"43528760.43528492.43530285",1
166,43529712,43530443,4,3,"43528760.43528492.43530285",1
167,43529712,43528769,4,3,"43528760.43528492.43530285",1
168,43529712,43530286,4,3,"43528760.43528500.43530286",1
169,43529712,43530444,4,3,"43528760.43528500.43530444",1
170,43529712,43528770,4,3,"43528760.43528500.43528770",1
171,43529712,43530287,4,3,"43528760.43528539.43530287",1
172,43529712,43530445,4,3,"43528760.43528539.43530445",1
173,43529712,43528771,4,3,"43528760.43528539.43528771",1
174,43529712,43530288,4,3,"43528760.43528565.43530288",1
175,43529712,43530446,4,3,"43528760.43528565.43530446",1
176,43529712,43528772,4,3,"43528760.43528565.43528772",1
177,43529712,43530289,4,3,"43528760.43528668.43530289",1
178,43529712,43530447,4,3,"43528760.43528668.43530447",1
179,43529712,43528773,4,3,"43528760.43528668.43528773",1
180,43529712,43530290,4,3,"43528760.43528679.43530290",1
181,43529712,43530448,4,3,"43528760.43528679.43530448",1
182,43529712,43528774,4,3,"43528760.43528679.43528774",1
183,43529712,43530291,4,3,"43528760.43528693.43530291",1
184,43529712,43530449,4,3,"43528760.43528693.43530449",1
185,43529712,43528775,4,3,"43528760.43528693.43528775",1
186,43529712,43530292,4,3,"43528760.43528695.43530292",1
187,43529712,43530450,4,3,"43528760.43528695.43530450",1
188,43529712,43528776,4,3,"43528760.43528695.43528776",1
189,43529712,43530293,4,3,"43528760.43528886.43530293",1
190,43529712,43530451,4,3,"43528760.43528886.43530451",1
191,43529712,43528777,4,3,"43528760.43528886.43528777",1
192,43529712,43530294,4,3,"43528760.43529136.43530294",1
193,43529712,43530452,4,3,"43528760.43529136.43530452",1
194,43529712,43528778,4,3,"43528760.43529136.43528778",1
195,43529712,1384390,4,4,"1384390",0
196,43529712,43530316,4,4,"1384390.1384603.43530316",1
197,43529712,43530473,4,4,"1384390.1384603.43530473",1
198,43529712,43528800,4,4,"1384390.1384603.43528800",1
199,43529712,43530317,4,4,"1384390.1384417.43530317",1
200,43529712,43530474,4,4,"1384390.1384417.43530474",1
201,43529712,43528801,4,4,"1384390.1384417.43528801",1
202,43529712,1384660,4,4,"1384390.1384519.1384660",1
203,43529712,1384609,4,4,"1384390.1384519.1384609",1
204,43529712,1384494,4,4,"1384390.1384519.1384494",1
205,43529712,43530318,4,4,"1384390.1384445.43530318",1
206,43529712,43530475,4,4,"1384390.1384445.43530475",1
207,43529712,43528802,4,4,"1384390.1384445.43528802",1
208,43529712,43530319,4,4,"1384390.1384472.43530319",1
209,43529712,43530476,4,4,"1384390.1384472.43530476",1
210,43529712,43528804,4,4,"1384390.1384472.43528804",1
211,43529712,43530320,4,4,"1384390.1384411.43530320",1
212,43529712,43530477,4,4,"1384390.1384411.43530477",1
213,43529712,43528805,4,4,"1384390.1384411.43528805",1
214,43529712,43530321,4,4,"1384390.1384439.43530321",1
215,43529712,43530478,4,4,"1384390.1384439.43530478",1
216,43529712,43528806,4,4,"1384390.1384439.43528806",1
217,43529712,43530322,4,4,"1384390.1384491.43530322",1
218,43529712,43530479,4,4,"1384390.1384491.43530479",1
219,43529712,43528807,4,4,"1384390.1384491.43528807",1
220,43529712,43530323,4,4,"1384390.1384440.43530323",1
221,43529712,43530480,4,4,"1384390.1384440.43530480",1
222,43529712,43528808,4,4,"1384390.1384440.43528808",1
223,43529712,43530324,4,4,"1384390.1384548.43530324",1
224,43529712,43530481,4,4,"1384390.1384548.43530481",1
225,43529712,43528809,4,4,"1384390.1384548.43528809",1
226,43529712,43530325,4,4,"1384390.1384583.43530325",1
227,43529712,43530482,4,4,"1384390.1384583.43530482",1
228,43529712,43528810,4,4,"1384390.1384583.43528810",1
229,43529712,43530326,4,4,"1384390.1384565.43530326",1
230,43529712,43530483,4,4,"1384390.1384565.43530483",1
231,43529712,43528811,4,4,"1384390.1384565.43528811",1
232,43529712,43530327,4,4,"1384390.1384405.43530327",1
233,43529712,43530484,4,4,"1384390.1384405.43530484",1
234,43529712,43528812,4,4,"1384390.1384405.43528812",1
235,43529712,43530328,4,4,"1384390.1384604.43530328",1
236,43529712,43530485,4,4,"1384390.1384604.43530485",1
237,43529712,43528813,4,4,"1384390.1384604.43528813",1
238,43529712,1384460,4,4,"1384390.1384594.1384460",1
239,43529712,1384649,4,4,"1384390.1384594.1384649",1
240,43529712,1384468,4,4,"1384390.1384594.1384468",1
241,43529712,43528758,4,5,"43528758",0
242,43529712,43530329,4,5,"43528758.43529066.43530329",1
243,43529712,43530486,4,5,"43528758.43529066.43530486",1
244,43529712,43528814,4,5,"43528758.43529066.43528814",1
245,43529712,43530330,4,5,"43528758.43529075.43530330",1
246,43529712,43530487,4,5,"43528758.43529075.43530487",1
247,43529712,43528815,4,5,"43528758.43529075.43528815",1
248,43529712,1384532,4,5,"43528758.43529727.1384532",1
249,43529712,1384543,4,5,"43528758.43529727.1384543",1
250,43529712,1384566,4,5,"43528758.43529727.1384566",1
251,43529712,43530334,4,5,"43528758.43529923.43530334",1
252,43529712,43530491,4,5,"43528758.43529923.43530491",1
253,43529712,43528819,4,5,"43528758.43529923.43528819",1
254,43529712,43530335,4,5,"43528758.43529932.43530335",1
255,43529712,43530492,4,5,"43528758.43529932.43530492",1
256,43529712,43528820,4,5,"43528758.43529932.43528820",1
257,43529712,43530331,4,5,"43528758.43529668.43530331",1
258,43529712,43530488,4,5,"43528758.43529668.43530488",1
259,43529712,43528816,4,5,"43528758.43529668.43528816",1
260,43529712,43530332,4,5,"43528758.43529676.43530332",1
261,43529712,43530489,4,5,"43528758.43529676.43530489",1
262,43529712,43528817,4,5,"43528758.43529676.43528817",1
263,43529712,1384538,4,5,"43528758.1384666.1384538",1
264,43529712,1384672,4,5,"43528758.1384666.1384672",1
265,43529712,1384641,4,5,"43528758.1384666.1384641",1
266,43529712,1384487,4,6,"1384487",0
267,43529712,43530350,4,6,"1384487.1384395.43530350",1
268,43529712,43530508,4,6,"1384487.1384395.43530508",1
269,43529712,43528835,4,6,"1384487.1384395.43528835",1
270,43529712,43530352,4,7,"1384487.1384563.43530352",1
271,43529712,43530510,4,7,"1384487.1384563.43530510",1
272,43529712,43528837,4,7,"1384487.1384563.43528837",1
273,43529712,43530353,4,7,"1384487.1384414.43530353",1
274,43529712,43530511,4,7,"1384487.1384414.43530511",1
275,43529712,43528838,4,7,"1384487.1384414.43528838",1
276,43529712,43530351,4,7,"1384487.1384515.43530351",1
277,43529712,43530509,4,7,"1384487.1384515.43530509",1
278,43529712,43528836,4,7,"1384487.1384515.43528836",1
279,43529712,1384493,4,7,"1384487.1384646.1384493",1
280,43529712,1384661,4,7,"1384487.1384646.1384661",1
281,43529712,1384612,4,7,"1384487.1384646.1384612",1
282,43529712,43528757,4,8,"43528757",0
283,43529712,43530392,4,8,"43528757.43528524.43530392",1
284,43529712,43530550,4,8,"43528757.43528524.43530550",1
285,43529712,43528877,4,8,"43528757.43528524.43528877",1
286,43529712,43530393,4,8,"43528757.43528713.43530393",1
287,43529712,43530551,4,8,"43528757.43528713.43530551",1
288,43529712,43528878,4,8,"43528757.43528713.43528878",1
289,43529712,43530394,4,8,"43528757.1384657.43530394",1
290,43529712,43530552,4,8,"43528757.1384657.43530552",1
291,43529712,43528879,4,8,"43528757.1384657.43528879",1
292,43529712,43530395,4,8,"43528757.43528742.43530395",1
293,43529712,43530553,4,8,"43528757.43528742.43530553",1
294,43529712,43528880,4,8,"43528757.43528742.43528880",1
295,43529712,1384617,4,8,"43528757.1384547.1384617",1
296,43529712,1384611,4,8,"43528757.1384547.1384611",1
297,43529712,1384433,4,8,"43528757.1384547.1384433",1
298,43529712,43530397,4,8,"43528757.43529616.43530397",1
299,43529712,43530555,4,8,"43528757.43529616.43530555",1
300,43529712,43528882,4,8,"43528757.43529616.43528882",1
301,43529712,1384645,4,8,"43528757.1384422.1384645",1
302,43529712,1384626,4,8,"43528757.1384422.1384626",1
303,43529712,1384513,4,8,"43528757.1384422.1384513",1
304,43529712,1384593,4,8,"43528757.1384653.1384593",1
305,43529712,1384479,4,8,"43528757.1384653.1384479",1
306,43529712,1384540,4,8,"43528757.1384653.1384540",1
307,43529712,43530398,4,8,"43528757.1384534.43530398",1
308,43529712,43530556,4,8,"43528757.1384534.43530556",1
309,43529712,43528883,4,8,"43528757.1384534.43528883",1
310,43529712,43530396,4,8,"43528757.1384389.43530396",1
311,43529712,43530554,4,8,"43528757.1384389.43530554",1
312,43529712,43528881,4,8,"43528757.1384389.43528881",1
313,43529712,1384576,4,8,"43528757.1384452.1384576",1
314,43529712,1384470,4,8,"43528757.1384452.1384470",1
315,43529712,1384478,4,8,"43528757.1384452.1384478",1
316,43529712,1384410,4,8,"43528757.1384471.1384410",1
317,43529712,1384399,4,8,"43528757.1384471.1384399",1
318,43529712,1384671,4,8,"43528757.1384471.1384671",1
319,43529712,43528759,4,9,"43528759",0
320,43529712,43530336,4,9,"43528759.43528474.43530336",1
321,43529712,43530493,4,9,"43528759.43528474.43530493",1
322,43529712,43528821,4,9,"43528759.43528474.43528821",1
323,43529712,43530337,4,9,"43528759.43528528.43530337",1
324,43529712,43530494,4,9,"43528759.43528528.43530494",1
325,43529712,43528822,4,9,"43528759.43528528.43528822",1
326,43529712,43530338,4,9,"43528759.43528659.43530338",1
327,43529712,43530495,4,9,"43528759.43528659.43530495",1
328,43529712,43528823,4,9,"43528759.43528659.43528823",1
329,43529712,43530339,4,9,"43528759.43528699.43530339",1
330,43529712,43530496,4,9,"43528759.43528699.43530496",1
331,43529712,43528824,4,9,"43528759.43528699.43528824",1
332,43529712,43530343,4,9,"43528759.43529265.43530343",1
333,43529712,43530500,4,9,"43528759.43529265.43530500",1
334,43529712,43528828,4,9,"43528759.43529265.43528828",1
335,43529712,1384570,4,9,"43528759.1384648.1384570",1
336,43529712,1384554,4,9,"43528759.1384648.1384554",1
337,43529712,1384388,4,9,"43528759.1384648.1384388",1
338,43529712,43530340,4,9,"43528759.43528731.43530340",1
339,43529712,43530497,4,9,"43528759.43528731.43530497",1
340,43529712,43528825,4,9,"43528759.43528731.43528825",1
341,43529712,43530342,4,9,"43528759.43529196.43530342",1
342,43529712,43530499,4,9,"43528759.43529196.43530499",1
343,43529712,43528827,4,9,"43528759.43529196.43528827",1
344,43529712,43530344,4,9,"43528759.43529917.43530344",1
345,43529712,43530501,4,9,"43528759.43529917.43530501",1
346,43529712,43528829,4,9,"43528759.43529917.43528829",1
347,43529712,43530341,4,9,"43528759.1384396.43530341",1
348,43529712,43530498,4,9,"43528759.1384396.43530498",1
349,43529712,43528826,4,9,"43528759.1384396.43528826",1
350,43529712,1384556,4,9,"43528759.1384428.1384556",1
351,43529712,1384667,4,9,"43528759.1384428.1384667",1
352,43529712,1384663,4,9,"43528759.1384428.1384663",1
353,43529712,1384662,4,10,"1384662",1
354,43529712,1384553,4,10,"1384662.1384578.1384553",1
